Geo Type,Geo ID,Population,Life Expectancy,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Routine Checkup,Systolic Blood Pressure,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26163517500,2691,67.4,4.0,84,0.6,82.4%,132.0,84,93,85
tract,26081012300,3433,90.8,1.3,54,-0.7,79.1%,,0,21,13
tract,26071000500,2518,89.0,,27,0.0,81.3%,,54,74,9
tract,26161405300,5282,89.0,,55,-0.7,76.8%,,1,28,40
tract,26139023200,2521,88.2,,55,-0.4,79.9%,,9,46,1
tract,26161404300,2740,87.9,,48,-0.6,76.1%,,5,14,31
tract,26081011801,7640,87.4,,51,-0.6,77.5%,,16,65,20
tract,26163550900,2735,87.1,1.0,73,-0.7,81.9%,136.0,1,4,16
tract,26125197200,3672,86.8,,71,-0.6,78.3%,138.0,19,47,56
tract,26021021300,4638,86.7,,26,0.1,77.9%,,52,67,66
tract,26139022108,6031,86.7,,50,-0.6,82.8%,,10,12,17
tract,26161456000,6014,86.7,,47,-0.5,74.2%,,7,57,50
tract,26125157400,2627,86.6,,64,-0.5,79.7%,141.0,40,20,35
tract,26065004600,4213,86.6,,39,-0.5,81.2%,,3,21,27
tract,26081012202,6858,86.5,,54,-0.8,79.1%,,1,31,19
tract,26091060600,5596,86.4,,46,-0.2,79.4%,,13,12,17
tract,26005030200,3340,86.3,,34,-0.4,80.1%,,0,4,7
tract,26161446400,3117,86.3,,38,-0.4,75.4%,,2,30,2
tract,26077002904,9183,86.2,,56,-0.5,79.5%,,3,10,37
tract,26003000300,2967,86.2,,6,0.0,76.5%,,32,67,43
tract,26009960100,2659,86.2,,6,-0.2,81.6%,,33,37,5
tract,26021001600,2132,86.2,,26,-0.3,81.7%,,25,10,26
tract,26139021700,4990,86.2,,53,-0.5,78.4%,,5,23,25
tract,26109960200,4093,86.2,,29,-0.1,79.1%,,41,72,27
tract,26081011803,4893,86.1,,52,-0.5,77.3%,,9,84,31
tract,26163573600,6173,85.9,2.6,88,0.2,74.9%,131.0,93,81,19
tract,26111290900,8077,85.8,,80,-0.4,77.8%,,14,3,30
tract,26093712101,3122,85.8,,62,-0.4,78.1%,,3,12,2
tract,26097950100,1403,85.8,,0,-0.1,82.9%,,28,25,3
tract,26005032402,4074,85.7,,47,-0.3,77.9%,,12,53,7
tract,26099232400,5769,85.7,,75,-0.2,78.1%,134.0,60,62,50
tract,26081012400,4094,85.7,1.6,54,-0.6,77.5%,,2,26,11
tract,26005032600,1538,85.6,,43,0.0,81.5%,,20,9,23
tract,26125135200,3360,85.6,,64,-0.4,77.6%,140.5,13,50,31
tract,26161405400,2201,85.5,,58,-0.3,73.6%,,30,21,42
tract,26125190500,2525,85.4,,59,-0.6,77.7%,124.5,4,1,35
tract,26111290700,3738,85.4,,98,0.1,74.2%,,42,61,29
tract,26125157700,2373,85.3,,64,-0.7,80.9%,138.0,40,16,63
tract,26125196400,3995,85.3,,65,-0.8,80.7%,135.0,8,5,48
tract,26125151000,5127,85.3,,67,-0.7,80.8%,139.5,2,16,19
tract,26109960400,3314,85.3,,55,-0.2,80.9%,,11,31,6
tract,26089970600,5284,85.2,,11,-0.3,80.4%,,27,50,11
tract,26161402700,5319,85.2,,56,-0.6,73.4%,,1,50,50
tract,26061000900,5153,85.0,,5,-0.1,76.4%,,38,73,8
tract,26099225200,6991,85.0,,58,-0.6,77.6%,138.0,17,21,20
tract,26125193400,4497,85.0,,63,-0.7,78.6%,138.0,5,10,45
tract,26127010900,2399,85.0,,43,-0.1,80.6%,,33,50,12
tract,26099224100,9425,84.9,,53,-0.7,77.7%,139.0,4,6,23
tract,26077001200,2674,84.9,2.1,69,-0.3,78.4%,,9,13,28
tract,26081011702,4519,84.9,,50,-0.2,74.8%,,21,31,27
tract,26055550800,6291,84.8,,5,-0.4,81.1%,,15,14,6
tract,26125194200,1907,84.8,,64,-0.5,81.1%,153.0,6,27,52
tract,26093742700,3580,84.8,,52,-0.4,81.8%,,19,12,7
tract,26031960500,2411,84.7,,3,-0.2,81.4%,,38,21,12
tract,26041970400,5307,84.7,,57,-0.3,80.9%,,25,18,7
tract,26109960100,3503,84.7,,22,-0.1,79.5%,,50,85,4
tract,26121001600,2544,84.6,,87,-0.5,79.2%,,0,1,17
tract,26125157900,2832,84.6,,64,-0.7,80.5%,140.0,11,5,57
tract,26163551700,3206,84.6,1.4,75,-0.6,80.4%,129.0,7,2,9
tract,26161453000,5379,84.5,,48,-0.8,77.8%,,1,3,30
tract,26139022600,2069,84.5,,43,-0.4,81.0%,,5,5,27
tract,26161405200,5001,84.5,,56,-0.4,74.0%,,19,42,30
tract,26081014805,7360,84.5,,62,-0.5,78.2%,,5,19,46
tract,26111290300,3826,84.5,,79,-0.4,78.1%,,5,11,7
tract,26125190700,5239,84.4,,65,-0.9,78.4%,138.0,3,5,34
tract,26081000400,3071,84.4,2.3,59,-0.3,74.8%,,10,9,19
tract,26125167800,4351,84.4,,64,-0.4,77.8%,138.0,26,38,49
tract,26089970300,2656,84.4,,7,-0.3,82.4%,,19,30,14
tract,26125168800,2343,84.3,,65,-0.7,81.6%,141.0,9,10,50
tract,26163556700,2556,84.3,,70,-0.4,80.0%,129.0,23,9,18
tract,26099224500,4082,84.3,,58,-0.3,79.9%,140.0,17,12,1
tract,26077002004,3942,84.2,,56,-0.4,79.0%,,19,16,27
tract,26103001300,4016,84.2,,6,-0.1,78.9%,,44,63,10
tract,26099227000,7036,84.2,,58,-0.4,81.0%,140.0,20,21,15
tract,26125190800,3279,84.2,,66,-0.6,80.8%,132.0,7,5,27
tract,26125150500,2624,84.2,,68,-0.8,81.7%,135.0,4,12,22
tract,26081014601,8304,84.2,,54,-0.6,78.2%,,24,4,12
tract,26125166100,3222,84.1,,65,-0.5,82.4%,141.0,30,55,53
tract,26075005200,6785,84.1,,39,-0.5,77.6%,,18,18,41
tract,26099223800,16096,84.1,,47,-0.6,76.8%,141.0,17,3,15
tract,26125150300,4938,84.1,,65,-0.6,79.7%,134.0,10,12,37
tract,26125157300,3351,84.1,,63,-0.5,81.5%,140.0,28,38,57
tract,26049011209,6271,84.0,,34,-0.4,78.3%,,32,70,39
tract,26125152000,4004,84.0,,67,-0.7,82.1%,133.0,5,45,28
tract,26081011302,6426,84.0,,49,-0.4,78.7%,,35,37,16
tract,26139022105,6083,84.0,,57,-0.3,79.5%,,31,62,44
tract,26161402300,2624,84.0,,56,-0.7,76.6%,,1,56,46
tract,26139025500,4013,84.0,,53,-0.4,81.9%,,4,48,25
tract,26081012002,6279,83.9,,50,-0.5,77.2%,,19,45,7
tract,26139021604,7341,83.9,,51,-0.4,80.1%,,8,2,9
tract,26125196700,2800,83.8,,69,-0.6,79.8%,138.0,3,1,25
tract,26097950300,1681,83.8,,18,-0.1,82.5%,,52,66,26
tract,26125196800,4316,83.8,,68,-0.7,81.2%,136.0,4,38,70
tract,26125197701,5098,83.8,,70,-0.5,76.8%,128.5,22,58,66
tract,26163573300,4229,83.8,3.0,87,0.0,73.1%,131.0,89,60,15
tract,26125150400,2947,83.7,,66,-0.8,80.3%,136.0,6,6,50
tract,26099224300,4946,83.7,,56,-0.5,78.2%,139.0,22,6,13
tract,26145013000,4319,83.7,,35,-0.2,78.8%,,17,30,20
tract,26163557600,2787,83.7,,77,-0.5,80.4%,141.5,9,3,17
tract,26125193300,4545,83.6,,63,-0.3,78.5%,131.5,20,72,38
tract,26043950200,4447,83.6,,52,-0.4,81.1%,,8,35,1
tract,26125127100,5695,83.6,,51,-0.7,79.0%,138.0,8,4,29
tract,26125168500,2945,83.6,,67,-0.3,80.9%,141.0,27,33,65
tract,26089970100,2016,83.6,,6,-0.4,84.8%,,5,25,6
tract,26029001300,1637,83.5,,6,0.0,79.9%,,36,34,8
tract,26077001502,4555,83.5,,72,0.0,75.6%,,44,43,42
tract,26161403400,3064,83.5,,47,-0.6,73.8%,,0,21,27
tract,26041970200,2240,83.5,,12,-0.1,81.6%,,48,53,14
tract,26125157000,2406,83.5,,65,-0.6,80.2%,142.0,15,3,39
tract,26163594200,2476,83.5,,79,-0.5,78.3%,144.0,8,21,14
tract,26093742900,3883,83.5,,50,-0.7,81.0%,,5,2,2
tract,26163567400,2764,83.5,,74,-0.1,82.0%,140.0,29,31,19
tract,26125192200,6028,83.4,,65,-0.8,79.6%,140.0,6,0,36
tract,26121003900,1866,83.4,,57,-0.4,79.0%,,27,36,23
tract,26125135300,5388,83.4,,58,-0.8,78.6%,138.0,2,15,29
tract,26065005001,7208,83.4,,43,-0.6,78.1%,,1,23,70
tract,26125128900,7094,83.4,,73,-0.6,76.7%,140.0,10,25,36
tract,26125193000,3341,83.4,,64,-0.6,78.7%,132.5,21,41,36
tract,26125196200,4306,83.4,,67,-0.4,79.3%,134.0,25,32,39
tract,26125196500,5433,83.4,,66,-0.6,80.9%,134.0,14,8,60
tract,26081010600,12560,83.4,,30,-0.6,76.8%,,2,2,14
tract,26125158100,3163,83.4,,69,-0.6,81.0%,140.5,3,21,31
tract,26049013112,4517,83.3,,38,-0.5,78.4%,,18,9,9
tract,26131970300,1676,83.3,,1,0.0,83.1%,,18,33,9
tract,26103001200,5532,83.3,,4,-0.2,79.9%,,23,57,12
tract,26145012003,4501,83.3,,45,-0.2,82.1%,,48,42,16
tract,26125191300,4003,83.3,,60,-0.7,78.7%,124.5,2,7,31
tract,26125192000,6030,83.3,,61,-0.4,79.5%,134.5,6,15,29
tract,26125137400,6560,83.3,,64,-0.8,78.3%,139.0,1,0,46
tract,26081004400,7606,83.3,2.9,58,-0.3,77.0%,,28,56,25
tract,26161414500,2989,83.3,,59,-0.6,74.1%,,36,5,63
tract,26065005800,5866,83.2,,32,-0.3,77.7%,,36,66,3
tract,26163561200,6959,83.2,,66,-0.7,79.7%,134.0,8,9,60
tract,26065005700,5070,83.2,,33,-0.5,79.7%,,11,26,19
tract,26037010902,4428,83.2,,35,-0.4,78.8%,,10,33,9
tract,26081011101,4668,83.2,,50,-0.2,76.9%,,25,35,15
tract,26109960500,2833,83.2,,86,0.1,79.7%,,40,55,4
tract,26021001300,2148,83.1,,9,-0.3,81.8%,,5,33,21
tract,26161414700,1606,83.1,,46,-0.4,71.9%,,16,24,49
tract,26047970700,3624,83.1,,4,-0.2,78.5%,,19,43,16
tract,26121002602,4259,83.1,,81,-0.1,78.8%,,47,84,26
tract,26145011200,1842,83.1,,46,-0.3,80.4%,,4,32,3
tract,26081003400,5053,83.1,2.9,56,-0.3,78.1%,,9,82,52
tract,26081000300,5233,83.0,,54,-0.2,77.4%,,19,70,24
tract,26065005302,6695,83.0,,51,-0.5,77.7%,,3,14,29
tract,26077001604,1856,83.0,,62,-0.2,80.3%,,36,40,51
tract,26081000600,4357,83.0,,79,-0.4,78.3%,,4,70,14
tract,26125159000,4439,83.0,,66,-0.7,81.5%,140.0,8,25,40
tract,26163562300,2260,83.0,,74,-0.6,80.4%,147.0,1,7,9
tract,26163562400,5244,83.0,,74,-0.6,80.4%,138.0,1,16,12
tract,26081011002,4341,83.0,,44,-0.3,79.2%,,8,17,11
tract,26125156500,4341,82.9,,64,-0.5,82.3%,138.0,23,11,41
tract,26163561900,6877,82.9,,68,-0.6,80.7%,144.0,9,6,28
tract,26071000400,2254,82.9,,11,0.0,80.3%,,32,71,17
tract,26031960600,2431,82.9,,4,-0.1,83.0%,,53,19,19
tract,26055550102,3321,82.9,,10,-0.5,82.3%,,10,54,20
tract,26099223400,10741,82.9,,51,-0.5,79.3%,138.0,15,1,21
tract,26125136101,5082,82.9,,63,-0.6,76.3%,144.0,6,9,66
tract,26081011102,5253,82.9,,49,-0.5,77.8%,,17,40,24
tract,26139021902,8119,82.9,,53,-0.6,78.0%,,1,0,0
tract,26163564501,4979,82.9,,71,-0.9,76.9%,139.5,0,2,57
tract,26081004300,3946,82.8,3.0,57,-0.3,78.4%,,37,56,43
tract,26103002600,2024,82.8,,12,0.0,82.1%,,22,43,6
tract,26065004500,3754,82.8,,41,0.1,74.8%,,57,53,57
tract,26065005002,3781,82.8,,36,-0.7,80.4%,,4,63,43
tract,26015011400,6350,82.8,,65,-0.4,77.1%,,46,11,18
tract,26099225400,7514,82.8,,58,-0.8,81.1%,137.5,4,5,4
tract,26099230602,6349,82.8,,69,-0.3,80.5%,137.0,45,60,46
tract,26125150600,2785,82.8,,64,-0.7,82.8%,137.0,12,1,31
tract,26081011301,4732,82.8,,49,-0.2,78.1%,,33,17,22
tract,26081012201,6729,82.8,,56,-0.5,79.9%,,4,36,17
tract,26081014807,8624,82.8,,66,-0.3,75.8%,,12,19,15
tract,26161431000,4732,82.8,,32,-0.3,74.1%,,19,50,12
tract,26093713700,4726,82.8,,51,-0.5,75.8%,,6,13,9
tract,26093722100,3174,82.8,,39,-0.3,77.4%,,27,59,4
tract,26095960200,1966,82.8,,30,0.0,80.6%,,21,37,11
tract,26083000100,2108,82.7,,6,-0.1,82.1%,,28,44,4
tract,26037010300,5321,82.7,,42,-0.4,79.3%,,6,16,24
tract,26041970500,4254,82.7,,37,-0.1,79.4%,,31,47,9
tract,26097950200,2439,82.7,,12,0.0,81.0%,,75,46,37
tract,26099221800,5232,82.7,,40,-0.5,78.3%,140.0,15,21,35
tract,26099223900,8322,82.7,,50,-0.8,77.0%,140.0,6,1,20
tract,26077003002,2386,82.7,,46,-0.6,77.7%,,0,21,2
tract,26125188000,3900,82.7,1.6,76,-0.7,79.9%,135.5,1,1,9
tract,26125156300,4076,82.7,,64,-0.7,80.6%,139.0,10,3,42
tract,26125156400,3775,82.7,,64,-0.6,81.0%,138.0,31,6,22
tract,26081012203,5441,82.7,,65,-0.5,79.6%,,14,26,29
tract,26161423400,6668,82.7,,47,-0.3,76.5%,,13,87,20
tract,26093743600,3043,82.7,,51,-0.5,78.6%,,4,1,15
tract,26163564402,5678,82.7,,70,-0.7,76.9%,138.0,12,12,68
tract,26161414900,3452,82.6,,45,-0.6,74.8%,,6,15,62
tract,26065005600,2967,82.6,,41,-0.4,79.5%,,16,17,33
tract,26005030902,2471,82.6,,19,-0.1,79.8%,,57,51,30
tract,26037011101,4688,82.6,,32,-0.3,79.0%,,12,7,3
tract,26101000700,4223,82.6,,72,-0.2,80.0%,,26,50,8
tract,26125153000,2204,82.6,2.0,70,-0.4,77.2%,127.5,6,15,17
tract,26139021603,4397,82.6,,49,-0.3,78.3%,,7,27,10
tract,26139021605,4136,82.6,,50,-0.6,79.9%,,6,23,31
tract,26139021802,4640,82.6,,60,-0.4,78.9%,,18,16,9
tract,26125166400,3115,82.6,,65,-0.6,80.3%,138.0,8,16,52
tract,26161432000,4947,82.6,,38,-0.4,75.8%,,13,40,11
tract,26161404500,4190,82.6,,48,-0.1,71.9%,,32,81,55
tract,26163551100,4910,82.6,1.0,77,-0.7,81.0%,132.0,16,47,17
tract,26163560400,6015,82.6,,75,-0.5,81.7%,140.0,16,28,18
tract,26065004802,3362,82.5,,34,-0.5,78.4%,,4,7,26
tract,26081012702,4298,82.5,,62,-0.4,78.1%,,14,7,55
tract,26125124000,5472,82.5,,39,-0.3,77.4%,137.0,47,83,20
tract,26077001503,4716,82.5,2.2,88,-0.1,75.5%,,33,56,34
tract,26125193700,4609,82.5,,66,-0.4,77.3%,136.5,24,25,56
tract,26125136700,5557,82.5,,66,-0.6,78.6%,138.5,11,12,51
tract,26125153100,2227,82.5,2.3,69,-0.7,79.4%,135.0,4,10,19
tract,26139021100,4894,82.5,,66,-0.3,81.9%,,14,16,5
tract,26161447000,2983,82.5,,34,-0.4,75.7%,,4,35,9
tract,26163562700,3531,82.5,,77,-0.5,78.7%,132.0,3,32,11
tract,26125196300,3489,82.4,,66,-0.6,80.0%,138.0,3,24,47
tract,26125197500,3883,82.4,,72,-0.3,74.9%,140.0,28,37,69
tract,26163538100,2329,82.4,2.1,81,-0.3,83.9%,135.0,28,3,85
tract,26081014804,7951,82.4,,65,-0.2,74.0%,,33,40,1
tract,26093743400,3892,82.4,,49,-0.4,79.6%,,3,3,6
tract,26037010500,3685,82.3,,34,-0.3,78.1%,,16,27,8
tract,26093743500,2014,82.3,,47,-0.5,78.0%,,14,5,16
tract,26099242000,5981,82.3,,0,-0.1,82.7%,140.0,,,
tract,26099230601,7110,82.3,,67,-0.2,81.5%,136.0,36,28,28
tract,26099231500,5080,82.3,,72,-0.2,78.4%,132.0,69,30,24
tract,26125137800,3313,82.3,,65,-0.7,79.5%,138.0,3,7,30
tract,26139020600,3319,82.3,,70,-0.3,82.7%,,9,40,18
tract,26125166500,2753,82.3,,65,-0.6,78.3%,142.0,2,2,51
tract,26105950300,3696,82.3,,20,-0.3,80.8%,,26,18,6
tract,26093744700,3194,82.3,,66,-0.4,81.5%,,14,5,3
tract,26163573000,3085,82.3,,74,-0.5,75.8%,129.0,30,40,25
tract,26145010303,3274,82.3,,53,-0.3,82.5%,,20,31,33
tract,26033971000,2639,82.2,,0,-0.1,80.2%,,34,34,21
tract,26081001800,6205,82.2,,58,-0.2,77.9%,,18,48,9
tract,26081011902,7614,82.2,,52,-0.6,78.2%,,0,14,28
tract,26099230700,5186,82.2,,70,-0.4,79.0%,135.5,57,10,25
tract,26139021606,5321,82.2,,49,-0.2,81.5%,,27,69,13
tract,26077001601,2889,82.2,,65,-0.4,78.2%,,4,37,26
tract,26161413403,2086,82.2,,63,-0.5,76.0%,,6,39,47
tract,26139021400,8232,82.2,,56,-0.4,80.1%,,3,20,2
tract,26161416200,5194,82.2,,55,-0.5,73.6%,,15,21,38
tract,26161403300,3794,82.2,,47,-0.4,73.1%,,6,60,39
tract,26163563500,5976,82.2,,71,-0.7,79.1%,141.0,7,3,24
tract,26163563900,2315,82.2,,74,-0.6,77.8%,135.0,26,4,56
tract,26055551000,4312,82.1,,33,-0.2,81.0%,,35,52,13
tract,26125188100,2422,82.1,2.4,74,-0.8,79.2%,137.5,0,8,12
tract,26125134800,3209,82.1,,63,-0.3,81.8%,140.0,25,30,42
tract,26125165000,2941,82.1,3.0,67,-0.3,79.2%,146.0,20,30,30
tract,26055550600,10503,82.1,,8,-0.3,79.5%,,26,16,13
tract,26055550900,4903,82.1,,17,-0.5,84.6%,,17,22,10
tract,26125193100,3754,82.1,,64,-0.5,79.7%,138.0,24,38,22
tract,26161407000,5003,82.1,,63,-0.7,76.1%,,5,31,39
tract,26081002300,4157,82.1,2.3,55,-0.3,77.8%,,13,38,24
tract,26125157600,4949,82.1,,64,-0.4,79.3%,140.0,43,11,56
tract,26157000700,3306,82.1,,44,0.0,79.2%,,39,73,11
tract,26139021304,5483,82.1,,58,-0.4,82.1%,,10,23,5
tract,26125168600,5842,82.1,,68,-0.1,80.1%,142.0,61,8,56
tract,26081014502,8142,82.1,,55,-0.1,76.6%,,53,97,46
tract,26161461000,7567,82.1,,48,-0.7,75.1%,,3,7,19
tract,26163596300,2675,82.1,,88,-0.7,80.5%,144.0,0,4,15
tract,26161403800,3073,82.1,,51,-0.3,73.2%,,39,40,63
tract,26067031200,5120,82.0,,39,-0.2,77.2%,,32,56,19
tract,26145010403,5593,82.0,,49,-0.1,79.3%,,74,53,43
tract,26065003902,4614,82.0,2.4,41,0.1,77.8%,,70,63,30
tract,26005031900,5152,82.0,,57,-0.3,76.2%,,60,58,29
tract,26047970300,4260,82.0,,3,-0.3,83.3%,,42,29,18
tract,26047970600,5739,82.0,,5,-0.4,79.5%,,4,49,4
tract,26049011214,5901,82.0,,35,-0.5,77.5%,,14,13,53
tract,26141950600,1338,82.0,,43,-0.2,84.1%,,23,14,2
tract,26103000200,2078,82.0,,5,-0.1,77.4%,,60,45,17
tract,26103000700,3334,82.0,,6,0.1,75.8%,,44,64,10
tract,26125190200,4426,82.0,,54,-0.9,78.0%,139.0,5,2,12
tract,26125136500,5670,82.0,,65,-0.4,78.7%,140.0,10,6,62
tract,26125162200,1195,82.0,,73,0.0,83.6%,143.0,62,62,97
tract,26163588300,5150,82.0,,93,-0.3,78.1%,134.0,43,56,31
tract,26081012800,4293,82.0,,61,-0.2,77.3%,,36,36,59
tract,26081013200,6915,82.0,,51,-0.3,78.5%,,20,48,21
tract,26093712602,3622,82.0,,58,-0.6,77.0%,,6,5,7
tract,26115832400,4345,82.0,,67,-0.3,79.1%,132.0,28,71,15
tract,26163550200,3988,82.0,2.0,79,-0.4,77.5%,135.0,7,7,37
tract,26163560100,2694,82.0,,66,-0.5,80.6%,147.5,15,61,2
tract,26163573500,4455,82.0,4.0,97,0.2,71.8%,131.0,97,92,33
tract,26163564504,7404,81.9,,76,-0.4,78.9%,139.5,30,49,66
tract,26021000800,5208,81.9,,6,-0.3,80.9%,,14,70,25
tract,26021001500,3226,81.9,,25,-0.3,81.4%,,27,33,30
tract,26055550101,5940,81.9,,10,-0.4,79.8%,,8,31,14
tract,26125132100,6090,81.9,,61,-0.4,77.7%,138.0,11,57,10
tract,26077006103,5378,81.9,,55,-0.3,75.9%,,26,57,11
tract,26125150900,3903,81.9,,65,-0.5,82.5%,136.0,23,31,39
tract,26081010801,8554,81.9,,29,-0.6,77.9%,,3,37,12
tract,26081010903,7161,81.9,,39,-0.6,78.7%,,9,4,11
tract,26125165200,3550,81.9,,67,-0.4,75.4%,134.0,6,36,79
tract,26081014803,3312,81.9,,64,-0.5,77.2%,,2,7,39
tract,26141950500,2674,81.9,,41,-0.1,80.9%,,56,73,6
tract,26163557500,3960,81.9,,75,-0.5,79.3%,136.0,10,2,6
tract,26075006301,2954,81.8,,35,-0.3,77.3%,,31,25,23
tract,26139022106,3761,81.8,,52,-0.6,81.8%,,1,8,26
tract,26139023001,6429,81.8,,63,-0.4,77.9%,,5,65,17
tract,26163550800,1466,81.8,1.5,75,-0.6,81.7%,134.0,9,4,12
tract,26075005302,3547,81.8,,41,-0.2,80.0%,,10,26,22
tract,26061000700,3416,81.8,,5,-0.1,78.2%,,23,69,3
tract,26099244000,2243,81.8,,60,-0.4,80.5%,139.0,9,2,19
tract,26077002700,8220,81.8,,70,-0.5,76.9%,,2,30,19
tract,26125192400,5019,81.8,,65,-0.5,81.1%,138.0,2,39,33
tract,26125150100,3413,81.8,2.6,64,-0.3,80.2%,144.5,56,50,53
tract,26125152900,4289,81.8,2.7,71,-0.4,79.3%,131.0,23,14,42
tract,26081010700,5790,81.8,,35,-0.3,77.4%,,50,34,19
tract,26081010902,3943,81.8,,37,-0.5,78.8%,,13,35,7
tract,26161415800,3761,81.8,,47,-0.7,77.7%,,2,6,46
tract,26163520800,1728,81.7,4.0,85,-0.3,79.2%,134.0,33,65,75
tract,26065004901,7268,81.7,,38,-0.2,75.3%,,23,90,71
tract,26015010300,8161,81.7,,88,-0.5,76.9%,,4,41,5
tract,26017285500,6948,81.7,,88,-0.2,80.7%,,24,50,15
tract,26021001100,4050,81.7,,8,-0.5,80.4%,,6,11,23
tract,26045020302,6724,81.7,,43,-0.5,79.3%,,5,21,28
tract,26143970500,962,81.7,,28,-0.1,83.3%,,21,12,4
tract,26145010200,4854,81.7,,63,0.1,76.4%,,57,63,23
tract,26099231400,5781,81.7,,73,-0.2,78.2%,134.0,81,43,29
tract,26077002002,3903,81.7,,54,-0.3,76.6%,,27,14,25
tract,26077002601,4909,81.7,,83,-0.4,78.7%,,11,52,17
tract,26125190400,3646,81.7,,56,-0.5,78.6%,140.0,22,28,6
tract,26125191200,4827,81.7,,61,-0.3,79.2%,136.5,30,48,23
tract,26125194600,4589,81.7,,65,-0.6,76.9%,136.0,3,28,34
tract,26161410400,3665,81.7,,61,-0.3,73.5%,,16,65,36
tract,26081010401,5295,81.7,,41,-0.4,75.4%,,28,29,15
tract,26081011001,4307,81.7,,46,-0.5,77.8%,,7,7,19
tract,26161403200,3084,81.7,,48,-0.6,74.8%,,10,4,37
tract,26163550500,3658,81.7,1.4,77,-0.6,79.4%,132.0,3,10,18
tract,26125156000,2537,81.7,,63,-0.6,80.3%,141.0,3,20,51
tract,26041970100,1709,81.6,,11,0.0,82.5%,,57,41,32
tract,26093733602,3827,81.6,,43,-0.4,76.9%,,28,44,12
tract,26125194000,6048,81.6,,66,-0.5,76.3%,135.5,9,14,68
tract,26111291000,5752,81.6,,57,-0.4,77.3%,,11,64,27
tract,26163563600,1956,81.6,,73,-0.6,77.9%,142.0,20,5,50
tract,26005031100,6693,81.6,,46,-0.1,78.9%,,33,38,12
tract,26037010801,4031,81.6,,81,-0.1,77.4%,,42,45,8
tract,26037010107,4162,81.6,,39,-0.5,78.4%,,7,23,24
tract,26053950200,2117,81.6,,0,0.2,81.2%,,34,52,22
tract,26101000200,1916,81.6,,29,-0.1,81.3%,,38,51,20
tract,26145010501,2329,81.6,,48,-0.4,82.6%,,7,15,21
tract,26099224000,13583,81.6,,53,-0.6,78.1%,141.0,15,9,25
tract,26099226100,7848,81.6,,54,-0.6,79.0%,140.0,30,6,15
tract,26125128800,1422,81.6,,62,-0.6,76.9%,131.5,3,8,32
tract,26147641000,3447,81.6,,38,-0.4,78.2%,,14,20,2
tract,26077003003,9003,81.6,,47,-0.6,76.3%,,8,1,20
tract,26081004100,5577,81.6,2.1,58,-0.4,76.6%,,55,34,64
tract,26125153300,3656,81.6,3.0,70,-0.6,77.2%,139.0,3,7,16
tract,26125167900,2869,81.6,,64,-0.7,82.6%,143.0,19,24,56
tract,26081014501,11449,81.6,,52,-0.6,75.7%,,12,22,40
tract,26161454000,4946,81.6,,45,-0.6,76.8%,,0,2,1
tract,26093742500,2338,81.6,,52,-0.5,79.5%,,6,0,0
tract,26091060402,3251,81.5,,25,-0.2,79.4%,,43,30,4
tract,26125121400,4860,81.5,,46,-0.6,78.5%,128.5,20,34,24
tract,26125153200,1916,81.5,3.0,69,-0.6,80.9%,140.0,5,41,17
tract,26065003302,2237,81.5,3.0,82,-0.3,79.5%,,19,3,47
tract,26025003800,4236,81.5,,86,-0.4,78.6%,,18,25,20
tract,26101000300,2034,81.5,,33,-0.2,81.6%,,22,49,8
tract,26145011300,7133,81.5,,40,-0.3,81.6%,,14,22,8
tract,26103001500,2879,81.5,,7,-0.4,78.9%,,22,11,8
tract,26125160700,1657,81.5,,68,-0.4,84.9%,136.0,16,20,77
tract,26081014806,5793,81.5,,60,-0.5,78.4%,,3,10,1
tract,26107961000,5831,81.5,,38,-0.1,77.0%,,63,53,15
tract,26159010900,7614,81.5,,27,-0.2,78.5%,,18,24,16
tract,26091061500,5974,81.5,,54,0.1,74.2%,,67,79,36
tract,26115832900,4405,81.5,,58,-0.2,77.8%,,29,56,14
tract,26139023600,2447,81.5,,55,-0.5,81.2%,,4,35,7
tract,26163557700,4188,81.5,,91,-0.6,78.6%,143.0,13,14,2
tract,26049013402,1847,81.4,,31,-0.5,76.6%,,26,27,3
tract,26081011804,5315,81.4,,54,-0.3,82.5%,,20,65,30
tract,26099231700,6716,81.4,,74,-0.3,77.1%,134.0,63,42,31
tract,26099240400,5244,81.4,,64,-0.2,81.4%,140.0,33,30,31
tract,26125150700,4355,81.4,,64,-0.8,80.8%,140.0,8,8,30
tract,26073000400,5316,81.4,,69,-0.2,76.0%,,40,48,25
tract,26145013100,5734,81.4,,30,-0.3,79.2%,,15,45,10
tract,26125128600,3696,81.4,,56,-0.5,78.5%,146.5,18,2,12
tract,26125136600,7927,81.4,,64,-0.5,77.8%,139.5,15,45,67
tract,26081010101,5794,81.4,,24,-0.2,76.4%,,24,42,7
tract,26081012500,4943,81.4,2.1,55,-0.7,77.5%,,0,0,9
tract,26151970100,1704,81.4,,38,-0.1,81.3%,,53,9,11
tract,26115833900,5172,81.4,,79,-0.4,79.5%,,6,10,20
tract,26093744800,4559,81.4,,72,-0.7,78.5%,,5,1,13
tract,26163574700,4734,81.4,2.0,76,-0.4,76.8%,137.0,25,41,9
tract,26017285400,3507,81.3,,79,-0.4,80.2%,,21,44,10
