Geo Type,Geo ID,Population,Life Expectancy,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Routine Checkup,Systolic Blood Pressure,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26075000800,4633,79.5,1.5,40,-0.1,75.6%,,53,12,31
tract,26075006304,2738,79.5,,30,-0.5,79.5%,,4,16,10
tract,26021001800,4766,79.5,,16,-0.6,79.8%,,6,27,22
tract,26049012100,2501,79.5,,22,-0.1,76.9%,,59,43,23
tract,26055551500,3093,79.5,,12,-0.3,81.7%,,30,63,22
tract,26121001500,3790,79.5,1.9,88,-0.4,79.9%,,4,78,27
tract,26077001701,3765,79.5,1.8,67,0.0,77.3%,,62,75,41
tract,26077002102,3009,79.5,,59,-0.4,78.2%,,18,5,25
tract,26077002801,4331,79.5,,64,-0.4,77.2%,,2,41,10
tract,26125136000,2744,79.5,,63,-0.2,78.8%,139.0,30,95,64
tract,26161414300,3284,79.5,,59,0.1,71.8%,,52,81,72
tract,26155031700,4103,79.5,,23,-0.1,79.5%,,37,86,6
tract,26125170000,2436,79.5,3.0,74,-0.6,78.2%,133.0,1,5,11
tract,26087332500,3575,79.5,,17,-0.2,76.0%,,52,69,2
tract,26107960900,3197,79.5,,29,0.0,79.9%,,65,52,3
tract,26157001300,4734,79.5,,30,-0.1,79.2%,,41,37,11
tract,26093721100,3336,79.5,,40,-0.3,77.9%,,32,23,4
tract,26093742201,2973,79.5,,54,-0.3,79.3%,,35,72,11
tract,26163563400,5004,79.5,,73,-0.5,78.8%,135.0,7,32,36
tract,26163574000,5879,79.5,3.0,89,0.1,74.0%,130.0,91,63,9
tract,26163574202,2948,79.5,,90,-0.4,77.9%,137.0,42,91,43
tract,26133970600,4287,79.5,,6,-0.1,78.6%,,59,88,12
tract,26075005600,7232,79.4,,40,-0.5,76.7%,,6,13,17
tract,26099260900,4874,79.4,,79,-0.3,79.4%,133.0,46,16,65
tract,26093740200,3958,79.4,,66,-0.7,78.8%,,5,6,12
tract,26161416000,3321,79.4,,60,-0.4,71.9%,,28,46,64
tract,26139025800,5358,79.4,,54,-0.2,77.2%,,32,34,66
tract,26163552300,3204,79.4,3.8,85,0.1,73.9%,128.0,89,50,68
tract,26163558000,4195,79.4,,71,-0.4,77.1%,132.0,18,22,22
tract,26163575000,3774,79.4,2.7,80,-0.2,77.9%,139.0,11,35,24
tract,26065005402,3635,79.4,,54,0.1,77.7%,,67,61,32
tract,26005030300,7796,79.4,,47,-0.4,75.8%,,19,14,4
tract,26017285600,7144,79.4,,67,-0.2,78.3%,,12,66,6
tract,26025002000,4953,79.4,,79,-0.2,77.5%,,3,78,33
tract,26033970100,3367,79.4,,0,-0.2,80.3%,,10,23,47
tract,26041971100,3075,79.4,,33,0.0,81.0%,,27,72,34
tract,26049003000,4404,79.4,2.0,37,-0.1,78.9%,,62,39,66
tract,26049013113,3895,79.4,,37,-0.3,78.6%,,22,51,4
tract,26063950600,2587,79.4,,39,0.0,78.2%,,53,36,3
tract,26125126400,3586,79.4,,48,-0.5,78.3%,131.0,18,19,15
tract,26077003500,4588,79.4,,65,-0.2,76.4%,,28,9,26
tract,26125145300,4370,79.4,,62,-0.2,76.8%,137.0,42,14,23
tract,26129950600,2472,79.4,,31,0.0,80.3%,,56,38,2
tract,26163588000,5922,79.4,,85,-0.3,77.0%,134.0,57,28,67
tract,26085961300,3087,79.4,,7,0.1,80.2%,,81,52,15
tract,26087338000,5098,79.4,,33,-0.3,78.1%,,32,48,10
tract,26161466000,2559,79.4,,59,-0.5,75.0%,,13,6,11
tract,26093743800,3929,79.4,,50,-0.6,80.3%,,2,3,1
tract,26093744200,3713,79.4,,63,-0.6,78.8%,,5,15,17
tract,26065003103,5910,79.3,2.9,47,-0.1,77.1%,,57,42,56
tract,26021011000,2757,79.3,,32,-0.3,78.8%,,36,39,11
tract,26115833800,4953,79.3,,76,-0.2,78.6%,143.0,33,11,14
tract,26163557100,2482,79.3,,69,-0.3,78.4%,136.0,55,60,43
tract,26065006500,3772,79.3,2.2,47,0.1,74.3%,,51,57,46
tract,26067031900,6502,79.3,,46,-0.1,77.3%,,45,73,21
tract,26005030402,5370,79.3,,88,-0.4,75.4%,,5,21,13
tract,26005030704,5016,79.3,,38,-0.3,76.6%,,27,53,32
tract,26011970400,2761,79.3,,12,0.0,81.4%,,58,63,7
tract,26007000100,4647,79.3,,42,0.0,80.9%,,57,60,6
tract,26009960200,3110,79.3,,13,-0.1,78.1%,,41,35,10
tract,26025001700,4474,79.3,,82,-0.3,78.7%,,19,55,40
tract,26037010600,2443,79.3,,28,-0.2,78.5%,,31,28,4
tract,26049010603,5317,79.3,,16,-0.2,79.6%,,34,62,21
tract,26049012904,6190,79.3,,33,-0.3,79.5%,,17,39,21
tract,26125197300,4621,79.3,,73,-0.4,78.1%,138.0,30,35,33
tract,26125156200,6898,79.3,,63,-0.6,77.9%,139.0,13,10,22
tract,26125161900,2216,79.3,,70,-0.3,80.4%,138.0,32,72,84
tract,26163592000,4492,79.3,,70,-0.4,76.4%,142.0,23,9,28
tract,26161422200,7542,79.3,,54,-0.6,73.3%,,11,29,23
tract,26085960100,2448,79.3,,14,0.0,82.7%,,69,53,9
tract,26161455000,5060,79.3,,46,-0.3,72.7%,,31,48,55
tract,26151970800,5667,79.3,,16,-0.1,77.7%,,45,43,16
tract,26117970700,5591,79.3,,35,-0.2,78.0%,,56,47,9
tract,26163573800,5230,79.3,3.0,84,0.1,73.4%,131.0,94,39,25
tract,26163575600,1624,79.3,,86,-0.1,77.3%,137.0,56,15,29
tract,26049011800,2862,79.2,,27,-0.2,78.8%,,32,21,11
tract,26099250900,2694,79.2,,77,-0.3,78.6%,136.5,40,20,8
tract,26125192700,3214,79.2,,67,-0.7,79.6%,133.0,5,39,40
tract,26109960600,3739,79.2,,96,0.0,77.3%,,17,28,4
tract,26117970900,3198,79.2,,35,0.0,78.5%,,58,17,8
tract,26161402500,2330,79.2,,57,-0.3,70.4%,,13,41,60
tract,26075006402,7065,79.2,,54,-0.2,77.1%,,25,26,9
tract,26011970100,2222,79.2,,15,0.0,80.7%,,54,49,9
tract,26025001800,6045,79.2,,77,0.2,76.5%,,77,70,61
tract,26031960400,3615,79.2,,0,0.0,84.3%,,40,17,25
tract,26045021202,3644,79.2,,47,-0.4,78.1%,,13,26,9
tract,26049013111,2925,79.2,,37,-0.4,78.0%,,8,11,18
tract,26099250700,2959,79.2,2.8,72,-0.3,78.4%,129.0,19,13,9
tract,26099251000,1667,79.2,2.8,73,-0.1,79.1%,135.0,37,7,16
tract,26121003500,4167,79.2,,72,-0.3,78.4%,,28,40,9
tract,26099221200,6004,79.2,,44,-0.3,77.6%,140.0,26,76,26
tract,26123970900,4564,79.2,,26,-0.1,76.3%,,40,72,14
tract,26125122400,7017,79.2,,47,-0.4,76.6%,129.5,19,22,20
tract,26125128500,3191,79.2,,62,-0.3,75.8%,143.5,23,33,39
tract,26125191100,2616,79.2,,62,-0.3,76.7%,154.0,32,27,35
tract,26125138302,7344,79.2,,75,-0.6,77.2%,133.0,1,17,33
tract,26125140100,1345,79.2,,63,-0.3,76.6%,135.0,,,
tract,26155031402,3706,79.2,,31,-0.3,79.0%,,22,27,5
tract,26139020503,3742,79.2,,70,-0.4,81.3%,,20,10,7
tract,26125166800,3498,79.2,,66,-0.7,81.0%,140.0,18,31,59
tract,26159011500,3593,79.2,,13,-0.1,78.9%,,63,82,38
tract,26091062300,5234,79.2,,70,-0.3,79.5%,,33,61,26
tract,26139024900,7695,79.2,,59,-0.1,76.9%,,50,100,29
tract,26077002901,3923,79.1,,56,-0.2,78.7%,,20,47,9
tract,26081010802,6277,79.1,,26,-0.4,77.4%,,29,46,21
tract,26099241400,3182,79.1,,66,-0.3,80.8%,141.0,19,24,18
tract,26125183900,2676,79.1,,78,-0.3,73.3%,133.0,14,41,20
tract,26125197900,3433,79.1,,70,-0.6,78.9%,130.0,5,10,40
tract,26163558400,4030,79.1,,75,-0.5,78.8%,139.0,14,23,21
tract,26065006200,5690,79.1,,33,-0.4,77.2%,,24,14,7
tract,26005030702,4850,79.1,,41,-0.3,77.1%,,16,34,8
tract,26073000300,5205,79.1,,78,-0.1,76.6%,,51,76,6
tract,26075006701,5095,79.1,,36,-0.3,75.2%,,61,57,23
tract,26007000800,3079,79.1,,86,0.0,79.7%,,51,35,3
tract,26019000400,1995,79.1,,20,-0.1,83.0%,,59,87,10
tract,26019000500,2991,79.1,,24,-0.1,80.3%,,47,55,15
tract,26023950800,4558,79.1,,47,-0.1,75.0%,,67,81,3
tract,26023951300,5854,79.1,,52,-0.1,76.8%,,61,78,57
tract,26025002500,3285,79.1,,94,-0.2,79.1%,,48,13,16
tract,26025002700,6264,79.1,,73,-0.3,79.6%,,33,32,10
tract,26049013001,2530,79.1,,33,-0.4,77.4%,,22,7,8
tract,26147645000,3337,79.1,,38,-0.2,79.2%,,20,27,0
tract,26099240600,6725,79.1,,61,-0.3,79.9%,139.0,12,5,8
tract,26125196900,3546,79.1,,68,-0.6,78.6%,135.0,5,12,67
tract,26081002900,1377,79.1,3.2,55,-0.3,74.6%,,69,70,51
tract,26125160500,4149,79.1,,71,-0.2,80.2%,135.0,50,53,71
tract,26147650100,4027,79.1,,40,-0.2,77.4%,,38,45,18
tract,26107960400,4525,79.1,,15,-0.1,78.4%,,39,56,11
tract,26087342100,3545,79.1,,26,-0.3,78.4%,,13,12,6
tract,26091060700,7151,79.1,,87,-0.3,78.0%,,27,27,30
tract,26091062000,2701,79.1,,65,-0.2,77.9%,,42,24,6
tract,26093713100,4781,79.1,,48,-0.5,79.3%,,9,8,12
tract,26093733601,2633,79.1,,41,-0.2,80.1%,,23,29,14
tract,26117970500,7617,79.1,,25,-0.2,76.1%,,24,25,10
tract,26163564700,4497,79.1,,76,-0.4,75.9%,141.0,7,14,64
tract,26163565600,2111,79.1,,77,-0.3,76.9%,132.0,29,2,17
tract,26015010800,3286,79.0,,76,-0.2,78.5%,,57,49,8
tract,26053950700,2352,79.0,,3,-0.1,80.8%,,15,49,11
tract,26099251300,2273,79.0,,77,-0.2,77.9%,132.0,15,21,11
tract,26099225900,5249,79.0,,60,-0.3,78.4%,139.0,26,39,11
tract,26005032100,4724,79.0,,61,-0.3,78.1%,,14,39,20
tract,26075005700,2656,79.0,,42,-0.2,75.5%,,20,18,22
tract,26075006200,6758,79.0,,29,-0.1,76.2%,,49,86,18
tract,26075006401,2952,79.0,,56,-0.2,76.3%,,41,41,7
tract,26027001700,5089,79.0,,32,-0.1,77.6%,,43,42,11
tract,26027001800,8250,79.0,,80,-0.5,79.1%,,8,11,10
tract,26029001500,2447,79.0,,5,0.2,81.5%,,65,92,13
tract,26033970800,4136,79.0,,5,-0.2,76.6%,,26,36,27
tract,26063950900,3731,79.0,,82,-0.1,78.0%,,43,64,1
tract,26121001700,5068,79.0,,82,-0.3,79.1%,,22,5,24
tract,26097950500,2330,79.0,,0,0.0,80.5%,,65,82,65
tract,26099222800,3273,79.0,,45,-0.4,79.1%,139.0,23,41,39
tract,26099230200,4854,79.0,,67,-0.5,79.0%,137.0,20,11,15
tract,26099232000,2420,79.0,,71,-0.3,80.6%,136.0,48,25,32
tract,26099242500,6306,79.0,,60,-0.3,81.6%,141.0,38,39,29
tract,26077002202,8281,79.0,,69,-0.4,77.9%,,36,22,27
tract,26125160600,4641,79.0,,69,-0.2,81.6%,134.0,30,56,73
tract,26081012003,7555,79.0,,43,-0.5,76.4%,,6,73,24
tract,26159010500,3371,79.0,,10,0.1,79.5%,,75,88,53
tract,26111290800,5453,79.0,,93,-0.3,77.5%,,7,15,16
tract,26093713500,3812,79.0,,50,-0.3,77.7%,,6,10,14
tract,26163517000,3111,79.0,4.0,84,-0.2,78.1%,137.0,31,57,72
tract,26163517100,1167,79.0,4.0,84,0.0,81.3%,134.0,59,46,80
tract,26161402600,2532,79.0,,56,0.0,65.2%,,46,84,77
tract,26093725000,4950,79.0,,70,0.0,77.6%,,52,79,16
tract,26117970100,4520,79.0,,52,0.0,78.0%,,65,43,6
tract,26163558800,2575,79.0,,73,-0.5,77.8%,134.0,7,10,29
tract,26163573100,4078,79.0,,75,0.0,76.2%,134.0,81,51,31
tract,26163576000,1878,79.0,,0,0.0,78.2%,139.0,,,
tract,26077001702,3887,78.9,2.8,72,-0.1,75.2%,,47,75,44
tract,26093731100,3850,78.9,,40,-0.5,76.7%,,23,18,7
tract,26099240300,3929,78.9,,63,-0.1,79.0%,138.0,20,76,43
tract,26075006303,4638,78.9,,30,0.0,76.7%,,23,51,4
tract,26021010600,5043,78.9,,25,-0.1,80.1%,,50,59,36
tract,26015010600,6736,78.9,,68,-0.3,78.5%,,28,42,1
tract,26029000900,1958,78.9,,5,-0.4,82.6%,,3,32,4
tract,26023950100,3801,78.9,,61,-0.2,78.1%,,48,35,13
tract,26025003200,2260,78.9,,69,-0.1,78.0%,,55,67,16
tract,26033970500,3608,78.9,,0,0.1,77.8%,,43,96,45
tract,26049012504,1943,78.9,,27,-0.1,76.9%,,55,10,22
tract,26059050600,3501,78.9,,36,-0.1,78.3%,,43,49,8
tract,26061000500,3574,78.9,,7,-0.2,78.3%,,34,84,5
tract,26119910200,1551,78.9,,10,0.1,82.5%,,31,59,6
tract,26143971000,3859,78.9,,17,0.0,79.6%,,68,59,14
tract,26121002700,7822,78.9,,80,-0.3,78.1%,,18,38,23
tract,26125120300,3445,78.9,,48,-0.5,79.2%,140.0,21,41,2
tract,26099230900,7652,78.9,,70,-0.3,79.2%,136.0,52,63,2
tract,26125135100,5445,78.9,,61,-0.6,79.2%,140.0,5,2,20
tract,26125136102,4447,78.9,,64,0.0,74.0%,139.0,48,35,66
tract,26127010300,6973,78.9,,42,-0.1,76.4%,,62,86,51
tract,26081001400,2303,78.9,3.5,59,-0.2,72.2%,,47,10,39
tract,26081002100,3184,78.9,3.4,55,0.3,73.3%,,77,88,40
tract,26133970200,4146,78.9,,4,-0.1,77.8%,,59,51,9
tract,26081013802,6953,78.9,,53,-0.1,74.5%,,48,76,62
tract,26087339000,3121,78.9,,28,-0.4,76.7%,,39,27,31
tract,26139023002,7425,78.9,,48,-0.5,77.8%,,7,0,31
tract,26099261400,2661,78.9,,82,-0.3,79.1%,142.0,34,9,45
tract,26093744400,2113,78.9,,55,-0.4,77.3%,,21,2,20
tract,26163575500,3427,78.9,3.0,84,-0.2,76.9%,137.0,32,8,38
tract,26163576400,3541,78.9,2.0,86,-0.3,77.5%,136.0,21,50,34
tract,26145002100,4417,78.8,2.3,50,0.0,80.1%,,45,40,63
tract,26021010500,2246,78.8,,10,-0.2,79.8%,,59,83,34
tract,26021020300,2613,78.8,,58,-0.4,80.2%,,15,10,11
tract,26017285700,3555,78.8,,68,-0.3,79.9%,,10,34,5
tract,26021000900,2049,78.8,,7,-0.2,77.9%,,19,63,39
tract,26021001000,1831,78.8,,7,-0.3,79.4%,,15,4,14
tract,26049010201,1657,78.8,,27,-0.3,80.0%,,18,17,2
tract,26059050200,3034,78.8,,44,-0.1,78.5%,,51,57,7
tract,26055551200,3259,78.8,,20,-0.1,78.8%,,61,78,21
tract,26145010402,5256,78.8,2.0,50,-0.1,79.4%,,50,67,35
tract,26099217000,2554,78.8,,42,-0.3,78.8%,133.0,19,7,11
tract,26099231800,4347,78.8,,75,-0.3,79.8%,133.0,63,38,38
tract,26125123100,3190,78.8,,41,-0.6,78.1%,129.0,4,26,14
tract,26163521400,1147,78.8,4.0,86,0.1,75.0%,135.5,68,25,72
tract,26161412700,5639,78.8,,74,-0.2,73.4%,,62,21,64
tract,26161414200,3034,78.8,,60,-0.2,70.4%,,57,81,64
tract,26081004600,5693,78.8,3.0,62,0.1,77.7%,,84,83,73
tract,26137950100,2742,78.8,,20,-0.2,78.3%,,52,70,5
tract,26157000400,3303,78.8,,41,-0.2,78.3%,,30,76,21
tract,26159010100,6801,78.8,,29,0.1,78.2%,,73,72,12
tract,26139025700,5419,78.8,,58,-0.1,80.5%,,53,71,54
tract,26099262200,4528,78.8,,83,-0.3,79.3%,136.0,50,17,45
tract,26163558700,2638,78.8,,73,-0.3,77.0%,139.5,20,2,10
tract,26163564503,3470,78.8,,81,-0.5,79.6%,142.0,22,48,64
tract,26099261600,1453,78.7,,85,-0.2,79.4%,135.0,55,13,25
tract,26093742402,3828,78.7,,63,-0.3,76.8%,,39,55,20
tract,26147658100,2605,78.7,,25,-0.3,76.8%,,43,13,5
tract,26065006001,3393,78.7,,31,-0.3,76.4%,,26,34,7
tract,26065007000,5832,78.7,2.7,48,-0.1,76.3%,,46,19,52
tract,26021011300,4032,78.7,,48,-0.1,81.9%,,77,69,17
tract,26021021400,4350,78.7,,32,-0.1,79.7%,,54,86,50
tract,26029000200,1302,78.7,,5,-0.2,79.2%,,21,33,5
tract,26045021002,4167,78.7,,58,-0.4,79.1%,,12,28,32
tract,26049012702,5535,78.7,,27,-0.1,78.7%,,17,48,9
tract,26121001901,3868,78.7,,76,-0.1,77.3%,,29,38,24
tract,26099214000,2855,78.7,,50,-0.2,78.6%,139.0,34,55,15
tract,26077002802,6530,78.7,,69,-0.3,76.2%,,60,60,30
tract,26155031302,4193,78.7,,28,-0.2,78.0%,,36,14,12
tract,26149040500,2596,78.7,,71,-0.1,75.7%,,68,9,27
tract,26107960300,2947,78.7,,24,-0.2,79.3%,,27,20,14
tract,26111291300,4454,78.7,,55,-0.3,77.1%,,29,46,8
tract,26151970400,3917,78.7,,32,0.0,78.5%,,56,88,15
tract,26099260300,3143,78.7,,78,-0.2,80.6%,140.0,38,24,14
tract,26065006401,4343,78.6,,42,-0.4,77.4%,,6,38,13
tract,26025002800,4337,78.6,,80,-0.1,77.5%,,45,51,15
tract,26049012704,4339,78.6,,25,-0.3,79.1%,,42,6,20
tract,26101000800,3236,78.6,,42,0.0,79.2%,,26,39,31
tract,26077001906,4777,78.6,,61,-0.1,74.8%,,38,64,22
tract,26125152700,3040,78.6,1.5,68,-0.6,80.7%,129.5,16,10,21
tract,26163576200,2221,78.6,,84,-0.3,77.2%,137.0,14,5,20
tract,26021010100,3575,78.6,,5,-0.2,80.1%,,30,14,23
tract,26045021201,2982,78.6,,46,-0.4,78.8%,,14,26,9
tract,26049011601,2851,78.6,,27,-0.5,78.4%,,6,25,7
tract,26049013204,5666,78.6,,39,0.0,75.6%,,47,81,21
tract,26049013401,5974,78.6,,32,-0.5,77.9%,,14,16,15
tract,26055550500,5923,78.6,,6,-0.1,78.2%,,31,63,8
tract,26063950300,2123,78.6,,41,0.1,80.3%,,35,54,1
tract,26121002400,3390,78.6,,95,-0.2,81.4%,,32,58,24
tract,26099224400,5346,78.6,,55,-0.6,78.5%,139.0,24,2,15
tract,26147635000,5767,78.6,,49,-0.1,79.4%,,71,78,9
tract,26125184500,2122,78.6,2.7,77,-0.5,74.3%,124.0,5,35,19
tract,26077002005,4133,78.6,,58,-0.1,77.5%,,56,32,42
tract,26135970500,1542,78.6,,38,0.1,80.5%,,73,29,11
tract,26163593200,3680,78.6,,75,-0.3,78.2%,142.0,6,5,28
tract,26139022001,5689,78.6,,55,-0.3,77.1%,,23,74,43
tract,26125180000,2677,78.6,3.0,72,-0.4,77.0%,131.0,40,9,23
tract,26159011800,6850,78.6,,19,-0.2,79.4%,,41,78,15
tract,26159011900,5509,78.6,,40,-0.4,77.6%,,17,35,12
tract,26163595100,5469,78.6,,86,-0.1,79.8%,141.0,24,54,44
tract,26111291602,4693,78.6,,44,-0.2,78.8%,,61,77,5
tract,26113960400,2807,78.6,,7,0.0,77.6%,,74,67,11
tract,26149041300,6693,78.6,,57,-0.2,77.8%,,57,96,9
tract,26093724003,2603,78.6,,53,-0.4,77.6%,,5,58,11
tract,26163558100,3393,78.6,,70,-0.4,79.0%,141.0,15,28,32
tract,26049010810,4880,78.6,,23,-0.3,81.3%,,36,57,70
tract,26005031300,4886,78.5,,59,-0.2,76.8%,,43,50,10
tract,26099258000,2494,78.5,,82,-0.2,81.7%,137.0,43,17,64
tract,26103000100,2330,78.5,,6,-0.1,77.7%,,38,76,3
tract,26121002900,5488,78.5,,65,-0.1,77.3%,,32,70,19
tract,26121003200,5505,78.5,,75,0.0,75.9%,,49,55,19
tract,26123971000,5138,78.5,,21,-0.2,77.1%,,46,71,16
tract,26155030200,3428,78.5,,22,-0.2,78.4%,,46,17,6
tract,26067031400,4703,78.5,,28,-0.4,77.9%,,1,28,13
tract,26073940600,5120,78.5,,67,-0.3,78.9%,,39,52,25
tract,26009960700,4970,78.5,,21,-0.1,77.1%,,27,41,7
tract,26017285300,4497,78.5,,78,-0.2,78.5%,,20,27,6
tract,26021002400,1951,78.5,,7,0.0,79.7%,,68,71,12
tract,26099247602,4561,78.5,,62,0.0,79.1%,135.0,29,79,30
tract,26099215500,7706,78.5,,50,-0.3,77.4%,138.0,55,64,16
tract,26121002800,6310,78.5,,74,-0.3,78.4%,,24,39,17
tract,26121003800,3483,78.5,,65,-0.2,79.6%,,9,67,17
tract,26103001100,1544,78.5,,4,-0.4,81.4%,,18,16,24
tract,26099221500,1394,78.5,,42,-0.5,77.9%,135.5,31,2,14
tract,26145012200,1599,78.5,,43,-0.1,79.7%,,57,69,32
tract,26127011000,1639,78.5,,12,0.0,81.7%,,60,50,32
tract,26161413200,4575,78.5,,83,-0.3,72.3%,,64,61,52
tract,26081010402,4321,78.5,,41,-0.1,76.1%,,42,33,8
tract,26125161200,4508,78.5,,68,-0.4,83.9%,135.0,26,5,87
tract,26157000200,3159,78.5,,40,-0.1,78.3%,,24,42,13
tract,26157000900,5149,78.5,,32,0.0,78.2%,,59,92,20
tract,26139020400,4477,78.5,,63,-0.3,79.2%,,19,49,5
tract,26139020504,2814,78.5,,76,-0.2,81.2%,,23,60,14
tract,26081013600,2464,78.5,2.8,58,-0.1,74.3%,,69,53,66
tract,26147652600,3194,78.5,,28,-0.3,78.5%,,33,19,19
tract,26147657200,5501,78.5,,31,-0.4,78.0%,,26,9,3
tract,26161446200,2214,78.5,,38,-0.2,78.8%,,24,78,9
tract,26111290600,2418,78.5,,91,0.1,75.6%,,78,98,24
tract,26113960300,4974,78.5,,4,-0.1,77.6%,,53,82,10
tract,26149041500,4647,78.5,,74,-0.2,76.8%,,51,63,22
tract,26093724002,2243,78.5,,49,-0.4,78.1%,,28,6,4
tract,26163546300,1998,78.5,,0,0.1,81.7%,134.0,,,
tract,26163574600,4411,78.5,2.0,77,-0.4,76.2%,135.0,47,11,16
tract,26021020600,3248,78.4,,73,-0.2,79.6%,,28,26,24
tract,26097950400,2927,78.4,,0,-0.1,80.0%,,68,97,56
tract,26125191000,1716,78.4,,63,-0.4,76.3%,147.0,3,19,25
tract,26163551800,3380,78.4,2.0,78,-0.3,78.9%,136.0,18,59,21
tract,26065006301,4800,78.4,,37,-0.3,76.9%,,22,90,21
tract,26005030401,7764,78.4,,62,-0.2,75.0%,,17,4,3
tract,26015010100,6233,78.4,,63,0.0,77.6%,,71,37,7
tract,26021020400,3899,78.4,,38,-0.2,80.5%,,36,50,15
tract,26017286200,4874,78.4,,46,-0.2,78.6%,,36,26,3
tract,26025003600,2070,78.4,,77,0.5,80.8%,,92,60,79
tract,26051000400,3163,78.4,,14,-0.1,79.1%,,75,76,6
tract,26055550400,6933,78.4,,5,-0.4,79.5%,,24,20,15
tract,26099254100,4360,78.4,,72,-0.1,80.8%,142.0,64,52,31
tract,26065001703,4323,78.4,2.9,46,0.0,80.7%,,51,68,63
tract,26099225701,6089,78.4,,66,0.0,75.6%,136.0,64,19,53
tract,26145012001,3468,78.4,,45,-0.2,80.6%,,32,47,7
tract,26147637200,3694,78.4,,65,-0.1,78.3%,,24,39,4
tract,26099242100,2565,78.4,,61,0.0,79.8%,133.0,68,40,62
tract,26081004200,4334,78.4,2.5,60,-0.2,75.9%,,35,50,58
tract,26133970100,4038,78.4,,6,0.1,78.8%,,71,75,12
tract,26133970500,4328,78.4,,21,-0.1,79.7%,,48,76,11
tract,26111290200,3606,78.4,,93,0.3,78.2%,,56,58,16
tract,26091061700,9442,78.4,,57,0.0,80.1%,,63,96,23
tract,26117970600,5205,78.4,,23,-0.2,77.8%,,34,34,20
tract,26163555100,4542,78.4,,73,-0.1,77.5%,137.5,48,31,62
tract,26163557000,3227,78.4,,69,-0.2,76.6%,145.5,25,24,46
tract,26163562800,3413,78.4,,77,-0.4,76.5%,137.0,21,14,28
tract,26163567202,2765,78.4,,74,-0.1,77.1%,137.0,69,52,58
tract,26037010802,3859,78.3,,69,-0.2,79.4%,,9,79,15
tract,26117970400,3234,78.3,,36,-0.1,78.3%,,75,81,22
tract,26125161700,3170,78.3,,67,-0.2,84.5%,138.0,42,4,87
tract,26163564300,2528,78.3,,75,-0.5,79.8%,143.5,7,36,36
tract,26073940300,5620,78.3,,60,-0.1,77.1%,,49,82,34
tract,26015010401,3401,78.3,,65,-0.2,78.7%,,50,17,12
tract,26027001200,2980,78.3,,85,-0.4,79.1%,,12,41,20
tract,26053950400,955,78.3,,1,-0.1,83.0%,,24,60,32
tract,26121003700,5562,78.3,,73,-0.3,81.3%,,5,7,13
tract,26099228000,3365,78.3,,64,-0.1,80.1%,142.0,41,95,34
tract,26099232200,5283,78.3,,76,0.0,77.9%,135.0,65,56,48
tract,26147637300,2143,78.3,,71,-0.1,81.7%,,37,26,8
tract,26099240800,5829,78.3,,62,0.0,79.4%,139.0,61,74,61
tract,26125140800,4948,78.3,,64,-0.3,76.2%,135.0,24,36,65
tract,26151971200,4990,78.3,,17,-0.1,78.0%,,55,60,9
tract,26125165100,4072,78.3,3.0,67,-0.4,79.2%,133.0,16,66,32
tract,26149041101,4305,78.3,,81,-0.1,76.0%,,53,70,19
tract,26091060800,3313,78.3,,89,0.0,77.0%,,58,51,20
tract,26151970300,3384,78.3,,38,-0.1,77.2%,,65,72,8
tract,26151971000,4433,78.3,,27,0.0,78.3%,,67,89,7
tract,26163550600,2419,78.3,1.2,75,-0.6,81.2%,137.0,2,7,14
tract,26163573702,6642,78.3,2.5,87,0.0,73.7%,130.0,81,76,11
tract,26125145501,3584,78.2,,61,-0.4,76.9%,138.0,22,22,24
tract,26145012100,3955,78.2,,42,-0.3,79.8%,,29,16,7
tract,26075005100,4539,78.2,3.0,34,0.0,75.6%,,49,11,17
tract,26015010700,5082,78.2,,75,-0.1,79.3%,,49,45,15
tract,26021000700,2819,78.2,,7,-0.1,81.5%,,64,53,64
tract,26027001600,3652,78.2,,79,-0.2,80.2%,,43,53,47
tract,26031960200,2991,78.2,,0,0.1,78.7%,,68,58,19
tract,26049010610,5331,78.2,,16,-0.3,77.4%,,36,74,18
tract,26051000200,1337,78.2,,16,0.0,83.6%,,45,25,4
tract,26051000500,3619,78.2,,21,-0.1,79.3%,,75,68,3
tract,26055551100,3717,78.2,,36,-0.1,79.6%,,36,58,11
tract,26099251500,2027,78.2,,80,-0.2,79.2%,134.0,47,34,24
tract,26121003000,4427,78.2,,60,-0.2,76.1%,,39,66,18
tract,26123970500,4706,78.2,,43,-0.1,79.4%,,59,85,5
tract,26145012300,3042,78.2,,38,-0.3,79.3%,,38,15,4
tract,26077002905,8337,78.2,,53,-0.2,77.2%,,61,53,46
tract,26155030100,5845,78.2,,19,-0.2,78.6%,,31,49,6
tract,26081001700,4604,78.2,2.1,61,-0.1,78.5%,,42,92,23
tract,26081003600,2554,78.2,3.1,58,0.4,77.3%,,98,89,89
tract,26081011600,7590,78.2,,62,-0.3,76.7%,,3,10,23
tract,26139021801,4611,78.2,,90,-0.2,78.8%,,26,69,20
tract,26139022203,9848,78.2,,71,-0.2,76.4%,,40,70,74
tract,26161421100,3937,78.2,,56,-0.3,71.3%,,25,59,17
tract,26157001200,4459,78.2,,23,-0.1,78.5%,,41,19,8
