Geo Type,Geo ID,Population,Chronic Obstructive Pulmonary Disease,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Pneumonia,Chronic Obstructive Pulmonary Disease_2,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26121000402,4302,11.80%,,84,0.3,,,88,95,77
tract,26143970600,2250,11.80%,,24,-0.1,,,51,34,4
tract,26097950500,2330,11.80%,,0,0,,,65,82,65
tract,26121004200,3509,11.80%,3.6,87,0.4,,,79,81,69
tract,26157000600,4450,11.80%,,64,0.1,,,78,98,16
tract,26107960200,2915,11.80%,,29,0,,,53,50,11
tract,26163500800,3179,11.80%,,84,0.3,0,200,93,7,94
tract,26159010300,2279,11.80%,,12,-0.2,,,31,76,27
tract,26163511900,1369,11.80%,4,85,0.5,800,300,83,63,81
tract,26163512100,2707,11.80%,2,83,0.3,100,200,95,44,99
tract,26163512200,1061,11.80%,3,83,0.3,300,200,95,44,99
tract,26151970500,2296,11.80%,,25,0,,,34,51,6
tract,26115831900,1338,11.80%,,77,0.3,0,0,92,31,38
tract,26099256800,1631,11.80%,,89,0,0,0,94,22,42
tract,26163573600,6173,11.80%,2.6,88,0.2,100,0,93,81,19
tract,26163584600,1916,11.80%,,81,0.3,0,100,93,89,67
tract,26135970202,1575,11.70%,,31,-0.1,,,64,23,2
tract,26151970600,2087,11.70%,,16,0.1,,,35,61,6
tract,26163543600,1084,11.70%,4,74,0.3,500,900,89,38,93
tract,26163543800,777,11.70%,4,74,0.3,500,200,89,38,93
tract,26163566700,4147,11.70%,3,83,0,0,0,83,8,43
tract,26163570900,1902,11.70%,4,76,0.3,0,0,82,47,95
tract,26017285201,5480,11.70%,,86,0.2,,,51,66,20
tract,26021002400,1951,11.70%,,7,0,,,68,71,12
tract,26021002500,2286,11.70%,,6,0,,,63,62,57
tract,26049012311,1720,11.70%,,23,0.1,,,74,24,49
tract,26053950200,2117,11.70%,,0,0.2,,,34,52,22
tract,26121000900,3351,11.70%,3.7,98,0.2,,,70,11,24
tract,26123970300,3727,11.70%,,23,0.1,,,53,69,13
tract,26147636000,4613,11.70%,,73,0.1,,,88,91,36
tract,26127011000,1639,11.70%,,12,0,,,60,50,32
tract,26117970800,4622,11.70%,,34,0,,,54,92,9
tract,26163540300,3524,11.70%,2,75,0.2,900,1300,74,26,98
tract,26163534700,3423,11.70%,2.5,87,0.1,500,500,93,33,95
tract,26043950400,3688,11.60%,,89,0.1,,,49,82,14
tract,26129950500,4449,11.60%,,72,0.1,,,65,95,17
tract,26147649000,4028,11.60%,,39,0,,,64,53,11
tract,26163532400,1412,11.60%,3,84,0.3,200,900,64,86,87
tract,26007000400,2912,11.60%,,96,0.2,,,70,73,16
tract,26039960200,3400,11.60%,,56,-0.1,,,45,70,17
tract,26053950100,2226,11.60%,,1,-0.1,,,24,60,32
tract,26053950400,955,11.60%,,1,-0.1,,,24,60,32
tract,26145001600,3643,11.60%,3,48,0.1,,,91,31,71
tract,26145011600,3482,11.60%,,51,0,,,44,81,72
tract,26147620000,4607,11.60%,,96,0,,,75,92,56
tract,26103002000,2420,11.60%,,8,0.2,,,76,73,13
tract,26165380700,3151,11.60%,,25,0.2,,,71,86,8
tract,26151971100,3796,11.60%,,16,-0.1,,,78,87,9
tract,26079950300,4898,11.60%,,23,0.1,,,62,90,13
tract,26129950400,2963,11.60%,,33,0,,,38,15,10
tract,26105950100,2373,11.60%,,22,0,,,55,40,15
tract,26105950500,3620,11.60%,,20,0,,,48,85,14
tract,26105950700,3033,11.60%,,15,0,,,69,57,14
tract,26085961100,3657,11.60%,,7,0.2,,,84,79,44
tract,26107960500,4211,11.60%,,55,0.2,,,71,95,24
tract,26151971000,4433,11.60%,,27,0,,,67,89,7
tract,26067030100,6761,11.50%,,32,0,,,74,69,20
tract,26049001300,2529,11.50%,2.6,31,0.3,,,85,32,86
tract,26049002400,3221,11.50%,4,29,0.2,,,57,68,47
tract,26057000100,3858,11.50%,,46,-0.1,,,47,41,5
tract,26099245100,3832,11.50%,,60,0,0,0,86,73,55
tract,26163545900,4000,11.50%,3,79,0.4,300,200,90,88,87
tract,26011970300,2758,11.50%,,20,-0.1,,,43,37,10
tract,26019000300,1810,11.50%,,13,-0.2,,,54,58,8
tract,26031960100,2835,11.50%,,1,0,,,54,45,20
tract,26049011502,3183,11.50%,,30,0,,,50,6,24
tract,26051000900,1747,11.50%,,32,-0.1,,,29,28,6
tract,26121001200,2687,11.50%,3.4,91,0.2,,,81,74,85
tract,26145001500,4037,11.50%,2.6,48,0.2,,,94,67,64
tract,26103000300,2171,11.50%,,6,0.1,,,81,57,18
tract,26079950601,2148,11.50%,,26,0,,,53,42,12
tract,26133970200,4146,11.50%,,4,-0.1,,,59,51,9
tract,26149040600,3184,11.50%,,72,0.2,,,89,78,47
tract,26111291601,2533,11.50%,,35,-0.2,,,28,26,22
tract,26163540800,2440,11.50%,,72,0.1,300,200,76,11,99
tract,26163552100,3814,11.50%,3.6,85,0.3,400,200,95,76,72
tract,26163573702,6642,11.50%,2.5,87,0,0,0,81,76,11
tract,26033971100,1526,11.40%,,0,-0.1,,,58,18,7
tract,26063950200,2047,11.40%,,53,-0.1,,,37,35,2
tract,26091061800,3935,11.40%,,42,0,,,72,89,15
tract,26099230000,4403,11.40%,,63,0,0,0,79,83,25
tract,26099242000,5981,11.40%,,0,-0.1,,,,,
tract,26107960100,2322,11.40%,,31,0,,,57,77,7
tract,26147655100,5018,11.40%,,20,-0.1,,,70,80,7
tract,26163567800,4909,11.40%,,75,0.1,0,0,62,70,58
tract,26021011300,4032,11.40%,,48,-0.1,,,77,69,17
tract,26025003100,2977,11.40%,,63,-0.1,,,73,92,12
tract,26039960400,2090,11.40%,,48,0.1,,,51,31,15
tract,26033970900,4887,11.40%,,0,0.2,,,84,96,72
tract,26049012601,3346,11.40%,,28,-0.1,,,63,60,11
tract,26049000900,2557,11.40%,2.4,28,0.5,,,88,23,94
tract,26051000500,3619,11.40%,,21,-0.1,,,75,68,3
tract,26063951200,3947,11.40%,,64,0,,,59,77,5
tract,26103002500,2529,11.40%,,6,-0.2,,,35,53,6
tract,26163524700,3933,11.40%,3,96,0.2,100,200,74,34,98
tract,26107960900,3197,11.40%,,29,0,,,65,52,3
tract,26113960400,2807,11.40%,,7,0,,,74,67,11
tract,26117970200,3467,11.40%,,48,0.1,,,64,88,11
tract,26163568900,2776,11.40%,,75,0,0,0,61,50,22
tract,26163535300,4195,11.40%,3,81,0.2,900,700,78,47,99
tract,26039960300,3822,11.30%,,65,0,,,54,93,4
tract,26007000200,3917,11.30%,,51,0,,,60,47,4
tract,26023950200,3834,11.30%,,91,0,,,61,54,23
tract,26023951100,3063,11.30%,,41,-0.1,,,74,78,8
tract,26025002600,2080,11.30%,,96,0.3,,,88,96,53
tract,26035000700,3064,11.30%,,30,0,,,72,74,9
tract,26049003700,3003,11.30%,3,48,0.2,,,89,68,63
tract,26049010113,2373,11.30%,,24,0,,,74,85,43
tract,26049010115,914,11.30%,,24,0,,,74,85,43
tract,26145001000,3692,11.30%,3,46,0.3,,,84,54,94
tract,26101000400,2428,11.30%,,46,0,,,55,55,14
tract,26123971100,4189,11.30%,,39,-0.1,,,61,85,32
tract,26077005501,4087,11.30%,,73,0.2,,,63,78,50
tract,26127010900,2399,11.30%,,43,-0.1,,,33,50,12
tract,26125142400,3428,11.30%,3.6,63,0.1,0,0,90,71,93
tract,26159010500,3371,11.30%,,10,0.1,,,75,88,53
tract,26109960300,2213,11.30%,,35,0,,,25,36,15
tract,26111290200,3606,11.30%,,93,0.3,,,56,58,16
tract,26117970300,3373,11.30%,,40,0,,,72,42,17
tract,26163541500,4185,11.30%,,70,0.3,300,100,89,91,99
tract,26075000100,3220,11.20%,2.9,38,0.2,,,87,60,13
tract,26091061302,3036,11.20%,,58,0.2,,,72,64,61
tract,26003000100,3540,11.20%,,7,0.1,,,43,87,22
tract,26015010100,6233,11.20%,,63,0,,,71,37,7
tract,26021020100,2440,11.20%,,38,-0.2,,,51,11,22
tract,26017286300,3632,11.20%,,40,-0.1,,,37,51,12
tract,26021002300,1920,11.20%,,5,0.3,,,90,72,85
tract,26031960800,3646,11.20%,,5,0,,,62,73,17
tract,26049001400,1507,11.20%,2.8,32,0.2,,,70,53,85
tract,26049002600,2616,11.20%,3,34,0.2,,,83,19,46
tract,26057000300,4206,11.20%,,40,0,,,62,87,22
tract,26057000900,3401,11.20%,,27,-0.1,,,54,41,14
tract,26059051000,4234,11.20%,,45,-0.1,,,36,62,9
tract,26051000800,4131,11.20%,,25,0.1,,,68,88,12
tract,26061000300,2032,11.20%,,37,0.3,,,72,74,11
tract,26141950600,1338,11.20%,,43,-0.2,,,23,14,2
tract,26099211000,5869,11.20%,,40,-0.1,0,0,60,83,26
tract,26147622000,4338,11.20%,,73,0.1,,,79,10,41
tract,26099231600,5322,11.20%,,73,-0.1,0,0,88,87,42
tract,26127010600,5426,11.20%,,41,-0.1,,,60,85,15
tract,26155031800,4186,11.20%,,26,0,,,28,79,12
tract,26159011300,4296,11.20%,,15,-0.1,,,78,90,46
tract,26159011500,3593,11.20%,,13,-0.1,,,63,82,38
tract,26163507200,1091,11.20%,4,84,0.2,1000,1500,71,38,99
tract,26151970400,3917,11.20%,,32,0,,,56,88,15
tract,26091061600,3601,11.20%,,60,0.1,,,89,76,51
tract,26141950500,2674,11.20%,,41,-0.1,,,56,73,6
tract,26163544100,2479,11.20%,4,73,0.3,100,300,85,46,92
tract,26163546800,3925,11.20%,4,77,0.3,500,500,86,74,98
tract,26163546900,1061,11.20%,4,77,0.3,300,300,86,74,98
tract,26163572100,5842,11.20%,,75,0,0,0,83,34,2
tract,26163572500,1857,11.20%,,76,0.1,0,0,72,45,43
tract,26163572600,4984,11.20%,,77,0.1,0,0,79,19,44
tract,26163575600,1624,11.20%,,86,-0.1,0,0,56,15,29
tract,26017280300,1338,11.20%,3.6,94,0.3,,,82,62,23
tract,26163536300,2745,11.20%,2.5,82,0.1,1300,2000,91,39,99
tract,26049011713,3500,11.10%,,27,0.2,,,71,49,25
tract,26077000100,2717,11.10%,3,77,0.1,,,83,81,79
tract,26109960600,3739,11.10%,,96,0,,,17,28,4
tract,26071000100,2188,11.10%,,22,0,,,55,59,11
tract,26041970200,2240,11.10%,,12,-0.1,,,48,53,14
tract,26049003800,1258,11.10%,4,48,0.3,,,85,19,65
tract,26063950300,2123,11.10%,,41,0.1,,,35,54,1
tract,26121000100,5273,11.10%,4,80,0.3,,,75,82,65
tract,26121000500,4647,11.10%,2.6,87,0.3,,,91,52,71
tract,26121002100,3439,11.10%,3.6,95,0.1,,,85,98,52
tract,26099268100,2839,11.10%,3,93,0.1,0,0,75,39,66
tract,26097950300,1681,11.10%,,18,-0.1,,,52,66,26
tract,26145012500,4001,11.10%,,22,0,,,38,20,6
tract,26145012600,3266,11.10%,,35,0,,,42,75,28
tract,26161412000,4232,11.10%,,74,0.1,,,79,35,63
tract,26115832300,4592,11.10%,,69,-0.1,0,0,79,54,18
tract,26099258400,5268,11.10%,4,87,0,100,0,91,57,71
tract,26163551600,3592,11.10%,,85,0.1,100,0,89,42,88
tract,26163569200,2458,11.10%,3,73,0,0,0,79,94,25
tract,26097950400,2927,11.00%,,0,-0.1,,,68,97,56
tract,26111291700,4060,11.00%,,39,0,,,62,78,7
tract,26117970900,3198,11.00%,,35,0,,,58,17,8
tract,26121000601,1659,11.00%,2.4,90,0.1,,,85,57,70
tract,26147634100,3669,11.00%,,35,-0.2,,,51,33,20
tract,26149040400,2237,11.00%,,70,0.2,,,81,91,54
tract,26005031000,6289,11.00%,,31,0,,,62,73,35
tract,26049010912,2909,11.00%,,39,0,,,54,79,33
tract,26143970400,2064,11.00%,,25,-0.1,,,32,19,12
tract,26147632000,3925,11.00%,,27,-0.2,,,47,49,20
tract,26163523100,1480,11.00%,4,95,0.5,600,100,98,81,84
tract,26151971200,4990,11.00%,,17,-0.1,,,55,60,9
tract,26079950200,5096,11.00%,,23,0,,,53,79,14
tract,26159010400,2645,11.00%,,11,-0.1,,,78,86,36
tract,26163505400,2412,11.00%,2.5,89,0.2,500,600,96,90,97
tract,26163506200,1974,11.00%,3.4,91,0.1,200,400,86,24,98
tract,26141950200,2479,11.00%,,20,0,,,24,43,4
tract,26099258200,2617,11.00%,4,91,-0.1,100,0,72,65,66
tract,26095960200,1966,11.00%,,30,0,,,21,37,11
tract,26163546000,3086,11.00%,,78,0.4,800,300,86,58,92
tract,26049012503,2769,10.90%,,21,0,,,69,66,11
tract,26063950800,3354,10.90%,,40,0,,,41,61,7
tract,26099254500,4251,10.90%,,73,0,0,0,48,54,28
tract,26163503100,3096,10.90%,3,94,0.1,100,200,93,77,97
tract,26163583200,2245,10.90%,,78,0,0,0,78,35,51
tract,26073000200,4997,10.90%,,51,0,,,57,60,16
tract,26007000300,3414,10.90%,,74,-0.1,,,46,75,7
tract,26021021100,1904,10.90%,,79,-0.1,,,51,68,12
tract,26019000400,1995,10.90%,,20,-0.1,,,59,87,10
tract,26023951600,3253,10.90%,,53,0.1,,,65,96,30
tract,26059050600,3501,10.90%,,36,-0.1,,,43,49,8
tract,26145010700,5732,10.90%,3.8,55,0.1,,,74,75,46
tract,26123970500,4706,10.90%,,43,-0.1,,,59,85,5
tract,26127010500,3234,10.90%,,11,0,,,72,89,33
tract,26125141500,6378,10.90%,3.9,63,0.2,0,0,97,69,90
tract,26157000500,4881,10.90%,,40,-0.1,,,55,60,5
tract,26087331000,1738,10.90%,,18,-0.1,,,49,26,7
tract,26163504300,2067,10.90%,2,85,0.2,400,600,80,85,96
tract,26115832000,1700,10.90%,,75,0.1,0,0,72,49,27
tract,26163580700,3768,10.90%,3,97,0,0,0,47,60,25
tract,26073000100,3406,10.80%,,39,-0.1,,,59,51,28
tract,26073940200,6118,10.80%,,47,-0.1,,,78,54,38
tract,26005030703,2814,10.80%,,32,0,,,67,57,49
tract,26163585900,2920,10.80%,,72,0.1,0,0,74,92,58
tract,26069000600,2757,10.80%,,29,-0.1,,,42,64,4
tract,26017285300,4497,10.80%,,78,-0.2,,,20,27,6
tract,26039960100,2312,10.80%,,47,-0.1,,,44,19,7
tract,26045020901,2997,10.80%,,61,0,,,66,61,23
tract,26041970300,2360,10.80%,,16,0,,,30,23,8
tract,26053950300,2423,10.80%,,0,0,,,38,74,6
tract,26145010800,2600,10.80%,,61,0,,,62,34,53
tract,26145012900,4415,10.80%,,29,-0.1,,,52,60,10
tract,26153000200,2412,10.80%,,3,-0.2,,,32,17,23
tract,26129950200,3226,10.80%,,40,-0.1,,,38,21,6
tract,26081010200,4426,10.80%,,26,0.1,,,80,76,28
tract,26125172500,2411,10.80%,4,77,0.2,100,200,82,25,97
tract,26149040900,4315,10.80%,,46,-0.2,,,28,62,6
tract,26165380100,5015,10.80%,,7,0,,,69,84,9
tract,26149041200,2881,10.80%,,73,0,,,61,67,19
tract,26163539700,1994,10.80%,2,75,0.3,600,1200,86,47,99
tract,26163561700,2223,10.80%,,67,-0.2,0,0,38,44,35
tract,26163583000,2626,10.80%,,80,0,0,0,55,5,26
tract,26163532700,614,10.80%,3.9,84,0.4,,,77,59,93
tract,26059050700,4898,10.70%,,48,0.1,,,65,91,22
tract,26115830300,3711,10.70%,,65,-0.2,0,0,31,46,13
tract,26067030300,2812,10.70%,,26,0.2,,,80,70,19
tract,26071000500,2518,10.70%,,27,0,,,54,74,9
tract,26025000700,2737,10.70%,3.6,82,0.3,,,94,97,60
tract,26031960200,2991,10.70%,,0,0.1,,,68,58,19
tract,26145010401,2542,10.70%,,51,0,,,49,65,43
tract,26123970900,4564,10.70%,,26,-0.1,,,40,72,14
tract,26147630100,1122,10.70%,,37,0.2,,,58,59,24
tract,26165380500,6671,10.70%,,10,-0.1,,,39,82,20
tract,26163521500,1514,10.70%,4,87,0.3,800,1200,89,63,80
tract,26137950100,2742,10.70%,,20,-0.2,,,52,70,5
tract,26157000300,3190,10.70%,,40,0,,,58,42,12
tract,26157000400,3303,10.70%,,41,-0.2,,,30,76,21
tract,26087334000,2612,10.70%,,30,-0.1,,,71,60,4
tract,26087337500,4190,10.70%,,49,0,,,56,96,15
tract,26163513700,3616,10.70%,3.5,79,0,400,100,56,40,98
tract,26091061700,9442,10.70%,,57,0,,,63,96,23
tract,26163538900,3419,10.70%,,79,-0.1,900,1600,76,14,99
tract,26163539200,5542,10.70%,,76,0.2,500,500,73,88,96
tract,26163570500,3282,10.70%,3,75,0.2,0,100,84,96,84
tract,26163580200,2888,10.70%,3.3,97,-0.1,0,0,69,33,26
tract,26163584500,2662,10.70%,,81,-0.4,0,0,49,17,65
tract,26163585700,1714,10.70%,,73,0,0,0,77,27,68
tract,26133970600,4287,10.70%,,6,-0.1,,,59,88,12
tract,26163535600,4363,10.70%,2,86,0.2,300,300,81,63,95
tract,26065003301,2818,10.60%,3,95,0,,,81,41,66
tract,26075006600,4842,10.60%,,46,-0.1,,,52,26,12
tract,26033970200,3303,10.60%,,0,0.2,,,76,79,60
tract,26061000100,2580,10.60%,,8,-0.1,,,36,50,9
tract,26117970400,3234,10.60%,,36,-0.1,,,75,81,22
tract,26157001000,5150,10.60%,,28,-0.1,,,45,45,3
tract,26075005100,4539,10.60%,3,34,0,,,49,11,17
tract,26021010500,2246,10.60%,,10,-0.2,,,59,83,34
tract,26017281000,3908,10.60%,3.4,98,0.1,,,59,77,34
tract,26029000100,1775,10.60%,,7,-0.1,,,50,72,12
tract,26025000800,2713,10.60%,3.2,82,0.2,,,74,53,58
tract,26049012501,1986,10.60%,,23,-0.2,,,25,11,22
tract,26059050100,4569,10.60%,,33,-0.2,,,44,25,3
tract,26059050300,2227,10.60%,,64,0,,,46,72,3
tract,26049012802,1941,10.60%,,27,-0.2,,,49,48,18
tract,26061000400,3166,10.60%,,17,0.1,,,40,81,7
tract,26065000700,2763,10.60%,2.4,53,0.2,,,93,83,77
tract,26121000800,2863,10.60%,2.6,93,0.1,,,64,52,44
tract,26099263700,4602,10.60%,,89,0.1,100,0,74,38,69
tract,26145001800,1328,10.60%,3,49,0.3,,,76,47,57
tract,26145011702,2313,10.60%,,46,0,,,21,27,23
tract,26103001900,1471,10.60%,,8,0,,,55,62,21
tract,26161410700,1220,10.60%,,65,0.4,,,76,77,67
tract,26147652100,2480,10.60%,,26,-0.2,,,62,16,5
tract,26147657100,1821,10.60%,,31,0.1,,,78,56,36
tract,26149041000,3399,10.60%,,51,-0.1,,,41,43,9
tract,26157001200,4459,10.60%,,23,-0.1,,,41,19,8
tract,26157001300,4734,10.60%,,30,-0.1,,,41,37,11
tract,26163501100,2886,10.60%,1.3,85,0.4,400,200,95,61,100
tract,26163511400,2364,10.60%,3.6,84,0.2,400,1900,85,92,83
tract,26115833500,4934,10.60%,,82,0,0,0,71,79,18
tract,26163543200,2848,10.60%,1.6,73,0.2,400,300,85,23,99
tract,26163569900,2664,10.60%,4,74,-0.1,0,0,55,27,32
tract,26163573900,5252,10.60%,3,85,0,0,0,75,47,1
tract,26163538700,4522,10.60%,2,79,0.2,1100,1500,81,39,93
tract,26163533000,1634,10.60%,3,84,0.2,1000,700,79,63,83
tract,26025002800,4337,10.50%,,80,-0.1,,,45,51,15
tract,26049011302,3191,10.50%,4,44,0.3,,,82,29,17
tract,26065000800,3012,10.50%,3.2,50,0.2,,,79,25,65
tract,26145012700,4394,10.50%,,26,0,,,49,78,19
tract,26163533500,1195,10.50%,3,87,0.3,300,100,94,66,93
tract,26163546600,2027,10.50%,,77,0.3,300,300,83,18,94
tract,26163582000,3235,10.50%,,92,0.2,0,0,51,63,44
tract,26163584700,2188,10.50%,,76,0.1,0,0,61,48,31
tract,26073940100,4198,10.50%,,51,-0.1,,,57,66,11
tract,26075001100,1989,10.50%,3.2,39,0.6,,,92,63,80
tract,26075005500,4758,10.50%,3,38,0.2,,,46,75,39
tract,26009960300,2731,10.50%,,7,-0.1,,,40,56,3
tract,26015010700,5082,10.50%,,75,-0.1,,,49,45,15
tract,26017285900,5066,10.50%,,79,0,,,70,53,17
tract,26023950100,3801,10.50%,,61,-0.2,,,48,35,13
tract,26049010111,1255,10.50%,,28,-0.4,,,39,16,32
tract,26121002601,3641,10.50%,,86,0.1,,,66,87,40
tract,26099231500,5080,10.50%,,72,-0.2,0,0,69,30,24
tract,26155030800,3286,10.50%,,27,0.2,,,78,97,8
tract,26125160300,3001,10.50%,,67,0.3,0,0,67,85,83
tract,26109960100,3503,10.50%,,22,-0.1,,,50,85,4
tract,26109960500,2833,10.50%,,86,0.1,,,40,55,4
tract,26091060401,3464,10.50%,,28,-0.2,,,36,36,2
tract,26151970100,1704,10.50%,,38,-0.1,,,53,9,11
tract,26163553100,1665,10.50%,3,82,0.2,700,1100,68,72,85
tract,26163577100,2428,10.50%,3,92,0.1,0,0,81,80,72
tract,26163577800,4757,10.50%,2.8,92,-0.2,0,0,73,19,37
tract,26163584100,1597,10.50%,,83,-0.1,0,100,54,12,25
tract,26087338500,4744,10.50%,,29,-0.3,,,46,29,13
tract,26163580900,3768,10.50%,3,98,-0.1,0,0,47,10,27
tract,26163574100,4399,10.50%,3,91,0.1,0,0,88,82,17
tract,26163533700,899,10.50%,3,87,0.3,400,600,94,66,93
tract,26001000100,1699,10.40%,,43,-0.2,,,20,23,10
tract,26041970600,4011,10.40%,,23,-0.1,,,43,86,10
tract,26049011901,2573,10.40%,,22,-0.1,,,57,21,28
tract,26057001000,3892,10.40%,,41,-0.1,,,45,89,17
tract,26103002900,4235,10.40%,,9,-0.1,,,17,33,8
tract,26163541700,2501,10.40%,,70,0.4,400,200,93,53,98
tract,26163569800,2220,10.40%,4,74,-0.1,0,0,45,32,35
tract,26015010401,3401,10.40%,,65,-0.2,,,50,17,12
tract,26007000800,3079,10.40%,,86,0,,,51,35,3
tract,26009960200,3110,10.40%,,13,-0.1,,,41,35,10
tract,26021020900,3086,10.40%,,79,0.1,,,66,42,37
tract,26025000200,3524,10.40%,2.8,84,0.2,,,72,99,59
tract,26025002200,3390,10.40%,,78,-0.2,,,41,38,13
tract,26049002800,2693,10.40%,3.7,41,0.3,,,93,87,65
tract,26059050500,4531,10.40%,,47,0,,,57,94,9
tract,26121000401,5134,10.40%,4,84,0.2,,,73,58,70
tract,26101000500,3616,10.40%,,32,0,,,67,51,42
tract,26145012003,4501,10.40%,,45,-0.2,,,48,42,16
tract,26099231800,4347,10.40%,,75,-0.3,0,0,63,38,38
tract,26161410600,2598,10.40%,,64,0.4,,,99,84,84
tract,26133970500,4328,10.40%,,21,-0.1,,,48,76,11
tract,26105950600,5117,10.40%,,18,-0.1,,,57,85,22
tract,26107961000,5831,10.40%,,38,-0.1,,,63,53,15
tract,26109960200,4093,10.40%,,29,-0.1,,,41,72,27
tract,26163513900,1879,10.40%,3.1,83,0.1,800,700,91,33,95
tract,26151970200,2432,10.40%,,54,-0.1,,,49,28,4
tract,26099262400,3484,10.40%,,83,-0.1,0,0,63,80,69
tract,26163540200,3345,10.40%,2,75,0.3,1400,2700,95,12,100
tract,26163542600,3731,10.40%,2,78,0.2,600,500,89,52,100
tract,26163552200,3709,10.40%,3.6,85,0.1,500,100,79,50,49
tract,26163577300,3159,10.40%,3,89,-0.1,100,0,66,31,54
tract,26163536900,3235,10.40%,2,78,0.3,1300,1200,93,70,99
tract,26049010813,4439,10.30%,,31,-0.1,,,71,92,53
tract,26091060402,3251,10.30%,,25,-0.2,,,43,30,4
tract,26163534100,1590,10.30%,3,85,0.3,700,600,90,62,98
tract,26163572200,6146,10.30%,,74,-0.1,0,0,61,75,19
tract,26163583500,2624,10.30%,,82,-0.1,0,0,38,29,22
tract,26005032000,5046,10.30%,,59,-0.1,,,73,89,23
tract,26075006701,5095,10.30%,,36,-0.3,,,61,57,23
tract,26023950800,4558,10.30%,,47,-0.1,,,67,81,3
tract,26025001400,4307,10.30%,2.9,89,0,,,83,63,58
tract,26037011001,3719,10.30%,,31,-0.3,,,45,52,18
tract,26063950600,2587,10.30%,,39,0,,,53,36,3
tract,26143970700,2745,10.30%,,21,-0.1,,,50,62,3
tract,26121004000,2191,10.30%,,55,-0.3,,,28,57,27
tract,26099227300,4525,10.30%,,61,-0.3,0,0,19,80,31
tract,26125161100,3360,10.30%,,67,0.2,0,0,74,58,77
tract,26155031700,4103,10.30%,,23,-0.1,,,37,86,6
tract,26163589400,5386,10.30%,,67,-0.2,0,0,59,35,61
tract,26149040200,2084,10.30%,,76,0.1,,,75,88,37
tract,26087332500,3575,10.30%,,17,-0.2,,,52,69,2
tract,26159011800,6850,10.30%,,19,-0.2,,,41,78,15
tract,26163502000,2076,10.30%,2.6,81,0.2,200,300,88,57,97
tract,26163503600,1431,10.30%,2.7,91,0.2,400,100,92,59,97
tract,26163506800,3890,10.30%,,85,0.2,400,500,82,28,98
tract,26091061900,4460,10.30%,,63,-0.1,,,57,62,12
tract,26093733601,2633,10.30%,,41,-0.2,,,23,29,14
tract,26163536500,2338,10.30%,3,84,0.4,600,900,78,14,93
tract,26013000100,4135,10.20%,,6,0,,,40,79,30
tract,26021021200,1652,10.20%,,78,-0.1,,,33,42,15
tract,26049003100,2521,10.20%,4,34,0.1,,,87,50,93
tract,26087330500,2875,10.20%,,16,-0.2,,,57,26,4
tract,26127010400,3758,10.20%,,11,0,,,48,94,36
tract,26121003200,5505,10.20%,,75,0,,,49,55,19
tract,26163543400,3577,10.20%,1.7,74,0.1,400,300,83,47,98
tract,26163553800,1557,10.20%,3,83,0.2,1400,1800,88,81,94
tract,26163577900,4325,10.20%,2.3,93,0.1,100,0,61,27,32
tract,26005030902,2471,10.20%,,19,-0.1,,,57,51,30
tract,26075006803,2881,10.20%,,27,-0.3,,,12,15,4
tract,26027001500,3754,10.20%,,79,-0.2,,,39,27,25
tract,26027001700,5089,10.20%,,32,-0.1,,,43,42,11
tract,26041970700,3607,10.20%,,13,-0.2,,,26,61,14
tract,26041971100,3075,10.20%,,33,0,,,27,72,34
tract,26049012401,1829,10.20%,,19,-0.2,,,21,8,15
tract,26049010110,2421,10.20%,,28,0.2,,,67,68,19
tract,26099247500,1823,10.20%,,60,0.1,0,0,68,88,44
tract,26145000600,1476,10.20%,3.2,47,0.3,,,84,48,84
tract,26099263600,5134,10.20%,,84,0.1,0,0,84,99,70
tract,26101000200,1916,10.20%,,29,-0.1,,,38,51,20
tract,26121003300,5177,10.20%,,57,-0.1,,,56,69,11
tract,26145012200,1599,10.20%,,43,-0.1,,,57,69,32
tract,26147646000,4769,10.20%,,39,-0.2,,,49,23,12
tract,26127010300,6973,10.20%,,42,-0.1,,,62,86,51
tract,26125144900,3821,10.20%,,60,0,100,100,85,43,59
tract,26163526200,3285,10.20%,3.9,91,0.3,0,100,98,69,80
tract,26149040800,3370,10.20%,,71,-0.1,,,53,76,44
tract,26149041101,4305,10.20%,,81,-0.1,,,53,70,19
tract,26087331500,2770,10.20%,,18,-0.1,,,68,42,1
tract,26115833600,3012,10.20%,,83,-0.1,0,0,26,32,15
tract,26093732100,3412,10.20%,,34,-0.2,,,47,22,1
tract,26117970700,5591,10.20%,,35,-0.2,,,56,47,9
tract,26163552000,3298,10.20%,3.3,85,0.1,500,100,95,53,71
tract,26163571500,4701,10.20%,,78,0.1,0,0,89,75,35
tract,26163573100,4078,10.20%,,75,0,0,0,81,51,31
tract,26163577200,3297,10.20%,3,91,0,0,0,78,14,67
tract,26163585500,1730,10.20%,,75,0.1,0,0,53,43,35
tract,26035000500,1531,10.10%,,27,-0.1,,,62,31,7
tract,26099258000,2494,10.10%,,82,-0.2,0,0,43,17,64
tract,26099262600,2525,10.10%,,93,0,0,0,52,80,48
tract,26163503400,955,10.10%,3,93,0.2,700,300,81,18,95
tract,26149041600,3305,10.10%,,54,-0.2,,,47,29,14
