Geo Type,Geo ID,Population,Chronic Obstructive Pulmonary Disease,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Pneumonia,Chronic Obstructive Pulmonary Disease_2,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26163594100,4187,7.70%,2,81,-0.2,0,0,11,21,11
tract,26163559200,2142,7.70%,,74,-0.4,0,0,22,9,31
tract,26067031300,8036,7.70%,,42,-0.3,,,9,34,20
tract,26005030702,4850,7.70%,,41,-0.3,,,16,34,8
tract,26021001500,3226,7.70%,,25,-0.3,,,27,33,30
tract,26029000900,1958,7.70%,,5,-0.4,,,3,32,4
tract,26025001900,4199,7.70%,,78,-0.4,,,10,54,28
tract,26025003900,4745,7.70%,,97,-0.3,,,21,76,6
tract,26025004000,3969,7.70%,,99,0,,,54,60,14
tract,26045020404,4353,7.70%,,31,-0.2,,,35,81,13
tract,26055550600,10503,7.70%,,8,-0.3,,,26,16,13
tract,26055551100,3717,7.70%,,36,-0.1,,,36,58,11
tract,26099215300,4452,7.70%,,53,-0.3,0,0,38,35,12
tract,26103000700,3334,7.70%,,6,0.1,,,44,64,10
tract,26099224300,4946,7.70%,,56,-0.5,0,0,22,6,13
tract,26099225600,4479,7.70%,,65,-0.2,0,0,35,37,37
tract,26077001604,1856,7.70%,,62,-0.2,,,36,40,51
tract,26125130700,7047,7.70%,,60,-0.2,500,400,29,25,18
tract,26125131800,3757,7.70%,,48,-0.3,800,1100,46,43,15
tract,26125134900,3778,7.70%,,63,-0.1,100,100,26,28,21
tract,26081010902,3943,7.70%,,37,-0.5,,,13,35,7
tract,26139020400,4477,7.70%,,63,-0.3,,,19,49,5
tract,26125181100,2712,7.70%,,77,-0.2,0,0,48,71,15
tract,26147650200,1067,7.70%,,41,-0.3,,,40,22,1
tract,26091060800,3313,7.70%,,89,0,,,58,51,20
tract,26115833300,6568,7.70%,,76,-0.5,0,0,14,6,25
tract,26093740600,2909,7.70%,,54,-0.6,,,10,17,12
tract,26099260200,2302,7.70%,,80,-0.3,0,0,36,5,20
tract,26099261800,2915,7.70%,,90,-0.2,0,0,32,48,51
tract,26163565600,2111,7.70%,,77,-0.3,0,0,29,2,17
tract,26081011701,5341,7.60%,,51,-0.2,,,15,74,20
tract,26081012902,4920,7.60%,,60,-0.1,,,55,39,60
tract,26093743900,3573,7.60%,,47,-0.5,,,14,3,3
tract,26163594500,3328,7.60%,,76,-0.4,0,0,10,26,24
tract,26163554900,3598,7.60%,,73,-0.3,200,0,44,8,75
tract,26163576700,3233,7.60%,,86,-0.2,0,0,30,33,32
tract,26075005700,2656,7.60%,,42,-0.2,,,20,18,22
tract,26025003800,4236,7.60%,,86,-0.4,,,18,25,20
tract,26045020500,3517,7.60%,,31,-0.4,,,11,18,9
tract,26045021201,2982,7.60%,,46,-0.4,,,14,26,9
tract,26055550800,6291,7.60%,,5,-0.4,,,15,14,6
tract,26099250000,2260,7.60%,,65,-0.3,0,0,30,17,20
tract,26099224500,4082,7.60%,,58,-0.3,0,0,17,12,1
tract,26099225100,3237,7.60%,,56,-0.2,0,0,49,11,18
tract,26099233000,5733,7.60%,,65,-0.5,0,0,21,10,20
tract,26125144701,3830,7.60%,,61,0,100,0,59,96,41
tract,26125150100,3413,7.60%,2.6,64,-0.3,0,0,56,50,53
tract,26081010600,12560,7.60%,,30,-0.6,,,2,2,14
tract,26125157200,3897,7.60%,,63,-0.3,100,0,69,36,53
tract,26125171500,5194,7.60%,,75,0,100,100,67,34,94
tract,26087336000,5222,7.60%,,28,-0.4,,,8,44,2
tract,26107960600,3370,7.60%,,31,0.1,,,62,99,31
tract,26161431000,4732,7.60%,,32,-0.3,,,19,50,12
tract,26163501800,4733,7.60%,2,80,-0.2,100,100,56,15,81
tract,26093713100,4781,7.60%,,48,-0.5,,,9,8,12
tract,26163565700,3126,7.60%,,78,-0.3,100,0,36,24,54
tract,26163573000,3085,7.60%,,74,-0.5,100,0,30,40,25
tract,26163576600,4004,7.60%,,88,-0.3,0,0,25,40,37
tract,26163583600,2612,7.60%,,80,-0.3,0,0,31,27,33
tract,26049010114,2479,7.50%,,25,-0.2,,,25,36,8
tract,26099250900,2694,7.50%,,77,-0.3,0,0,40,20,8
tract,26125134300,5257,7.50%,,63,-0.5,200,200,22,5,20
tract,26125156500,4341,7.50%,,64,-0.5,0,0,23,11,41
tract,26125160400,2816,7.50%,,66,0,0,0,54,61,92
tract,26125160900,4483,7.50%,,66,0,0,0,80,27,82
tract,26163586200,7123,7.50%,,72,-0.2,0,0,47,37,72
tract,26163575300,3292,7.50%,3,79,-0.2,0,0,35,8,28
tract,26015010300,8161,7.50%,,88,-0.5,,,4,41,5
tract,26021020300,2613,7.50%,,58,-0.4,,,15,10,11
tract,26021001800,4766,7.50%,,16,-0.6,,,6,27,22
tract,26045021100,5637,7.50%,,66,-0.2,,,42,78,18
tract,26045021401,3595,7.50%,,43,-0.2,,,43,77,50
tract,26049011402,4096,7.50%,,31,-0.5,,,35,4,26
tract,26049013202,5685,7.50%,,39,-0.3,,,44,46,23
tract,26049013401,5974,7.50%,,32,-0.5,,,14,16,15
tract,26099251400,2859,7.50%,,79,-0.2,0,0,36,30,10
tract,26099247300,6316,7.50%,,53,-0.5,0,0,1,19,25
tract,26145010502,5354,7.50%,,47,0,,,39,31,52
tract,26103000200,2078,7.50%,,5,-0.1,,,60,45,17
tract,26099221200,6004,7.50%,,44,-0.3,0,0,26,76,26
tract,26099231900,6143,7.50%,,73,-0.3,0,0,48,35,23
tract,26147633200,2680,7.50%,,31,-0.3,,,12,24,7
tract,26125134700,3395,7.50%,,63,-0.1,100,200,30,35,33
tract,26163524000,3312,7.50%,3.4,0,0.2,,,,,
tract,26161413200,4575,7.50%,,83,-0.3,,,64,61,52
tract,26125162200,1195,7.50%,,73,0,200,0,62,62,97
tract,26163591700,6709,7.50%,,71,-0.5,0,0,26,10,32
tract,26081013300,5197,7.50%,3,55,-0.1,,,82,39,78
tract,26147657200,5501,7.50%,,31,-0.4,,,26,9,3
tract,26087342000,4499,7.50%,,30,-0.5,,,5,18,11
tract,26111290400,2256,7.50%,,64,-0.3,,,16,40,32
tract,26091062400,5155,7.50%,,51,-0.3,,,19,52,14
tract,26093724002,2243,7.50%,,49,-0.4,,,28,6,4
tract,26099258100,3717,7.50%,4,86,-0.1,100,0,52,29,65
tract,26093744700,3194,7.50%,,66,-0.4,,,14,5,3
tract,26163543100,2397,7.50%,2,74,-0.1,500,100,47,20,90
tract,26163554600,3648,7.50%,3,71,-0.3,100,0,20,11,52
tract,26163556200,2724,7.50%,,68,-0.2,0,0,44,79,35
tract,26163556600,3517,7.50%,,72,-0.5,0,0,22,14,10
tract,26163558500,3961,7.50%,,74,-0.4,0,0,7,43,16
tract,26163567201,3592,7.50%,,74,-0.3,0,0,43,9,28
tract,26065005800,5866,7.40%,,32,-0.3,,,36,66,3
tract,26093743500,2014,7.40%,,47,-0.5,,,14,5,16
tract,26093744900,3194,7.40%,,65,-0.3,,,22,42,17
tract,26139021901,4531,7.40%,,54,-0.4,,,7,24,13
tract,26115833200,4340,7.40%,,74,-0.4,0,0,6,7,8
tract,26125131500,4042,7.40%,,48,-0.5,500,500,12,2,4
tract,26125157100,1904,7.40%,,65,-0.5,100,0,33,6,53
tract,26147651100,2020,7.40%,,37,-0.4,,,15,2,3
tract,26163593000,5489,7.40%,,75,-0.3,0,0,28,60,33
tract,26163573701,1890,7.40%,2,86,-0.3,100,0,61,21,23
tract,26065005401,3638,7.40%,,50,-0.1,,,44,56,49
tract,26017285100,3325,7.40%,,85,-0.2,,,7,7,18
tract,26037011002,3509,7.40%,,29,-0.4,,,17,5,4
tract,26055551200,3259,7.40%,,20,-0.1,,,61,78,21
tract,26099255200,4004,7.40%,,79,0.1,0,100,39,76,70
tract,26065002200,1659,7.40%,2.7,52,-0.2,,,25,23,33
tract,26145010100,9877,7.40%,,56,-0.3,,,27,66,35
tract,26145011200,1842,7.40%,,46,-0.3,,,4,32,3
tract,26145012002,3570,7.40%,,48,-0.3,,,10,1,4
tract,26099230400,3471,7.40%,,66,-0.3,0,0,13,28,26
tract,26125125000,3419,7.40%,,41,-0.5,100,100,14,30,1
tract,26077000600,4871,7.40%,2.8,73,0.1,,,87,69,33
tract,26099240600,6725,7.40%,,61,-0.3,0,0,12,5,8
tract,26077006702,6254,7.40%,,71,-0.3,,,7,58,15
tract,26081003500,5306,7.40%,2.8,70,0,,,64,59,78
tract,26081010302,6217,7.40%,,25,-0.3,,,16,23,13
tract,26081011403,2852,7.40%,,58,-0.1,,,39,75,50
tract,26139021202,7366,7.40%,,63,-0.1,,,36,82,9
tract,26081014502,8142,7.40%,,55,-0.1,,,53,97,46
tract,26139022001,5689,7.40%,,55,-0.3,,,23,74,43
tract,26125180300,2954,7.40%,3,74,-0.1,0,0,23,21,14
tract,26125181000,3875,7.40%,,77,0.1,0,0,57,82,69
tract,26161420000,3385,7.40%,,71,-0.5,,,12,40,47
tract,26091060600,5596,7.40%,,46,-0.2,,,13,12,17
tract,26139025200,5784,7.40%,,65,-0.2,,,25,46,64
tract,26163557500,3960,7.40%,,75,-0.5,0,0,10,2,6
tract,26025001600,2862,7.30%,3,85,-0.2,,,14,11,33
tract,26045020104,3773,7.30%,3,56,-0.2,,,53,15,56
tract,26099251800,4098,7.30%,,81,-0.1,0,0,26,18,60
tract,26077001702,3887,7.30%,2.8,72,-0.1,,,47,75,44
tract,26093740200,3958,7.30%,,66,-0.7,,,5,6,12
tract,26125194400,3638,7.30%,,64,-0.5,0,0,39,61,35
tract,26115832800,4835,7.30%,,62,-0.4,0,0,9,21,1
tract,26125166600,3658,7.30%,,65,0,0,0,43,94,68
tract,26163596200,3997,7.30%,,79,-0.6,0,0,28,11,17
tract,26075006000,6846,7.30%,,31,-0.4,,,40,26,1
tract,26015010500,3480,7.30%,,65,-0.2,,,36,39,7
tract,26021001600,2132,7.30%,,26,-0.3,,,25,10,26
tract,26099251100,2011,7.30%,2.5,74,-0.4,0,0,18,1,4
tract,26099251900,3026,7.30%,3,79,-0.3,0,0,26,47,13
tract,26099256400,1434,7.30%,,81,-0.2,100,0,28,0,58
tract,26061000900,5153,7.30%,,5,-0.1,,,38,73,8
tract,26065000600,1893,7.30%,2.3,52,0.3,,,67,76,56
tract,26121001700,5068,7.30%,,82,-0.3,,,22,5,24
tract,26099214500,4351,7.30%,,49,-0.7,0,0,3,12,10
tract,26121003700,5562,7.30%,,73,-0.3,,,5,7,13
tract,26099222800,3273,7.30%,,45,-0.4,0,0,23,41,39
tract,26125121000,3302,7.30%,,49,-0.3,0,0,39,72,23
tract,26099232200,5283,7.30%,,76,0,0,0,65,56,48
tract,26125123100,3190,7.30%,,41,-0.6,0,0,4,26,14
tract,26125129000,3141,7.30%,,58,-0.3,0,0,21,78,14
tract,26077006103,5378,7.30%,,55,-0.3,,,26,57,11
tract,26125140700,2870,7.30%,,64,-0.3,0,0,58,61,70
tract,26081000700,3067,7.30%,2.7,74,0.2,,,59,12,45
tract,26125143500,5521,7.30%,,60,-0.4,0,0,19,7,20
tract,26081010700,5790,7.30%,,35,-0.3,,,50,34,19
tract,26125161000,2105,7.30%,,67,-0.1,0,0,44,35,89
tract,26125166000,2595,7.30%,,65,-0.2,0,100,18,75,52
tract,26125168600,5842,7.30%,,68,-0.1,0,0,61,8,56
tract,26163593200,3680,7.30%,,75,-0.3,0,0,6,5,28
tract,26147652600,3194,7.30%,,28,-0.3,,,33,19,19
tract,26111290300,3826,7.30%,,79,-0.4,,,5,11,7
tract,26111290500,1980,7.30%,,70,-0.2,,,21,3,6
tract,26093711000,4244,7.30%,,43,-0.3,,,31,25,3
tract,26163542500,2663,7.30%,2,76,-0.1,600,100,52,4,96
tract,26163554300,4695,7.30%,,69,-0.2,0,0,47,20,59
tract,26163559000,2722,7.30%,,73,-0.3,0,0,14,2,31
tract,26163565100,3515,7.30%,,75,-0.1,0,0,78,64,64
tract,26087341500,4264,7.20%,,33,-0.5,,,12,37,12
tract,26125121800,5155,7.20%,,52,-0.5,0,0,9,61,10
tract,26125122900,2008,7.20%,,39,-0.4,0,0,30,32,14
tract,26125125600,3029,7.20%,,45,-0.4,200,300,27,15,5
tract,26125127400,1704,7.20%,,58,-0.3,0,0,31,12,13
tract,26125181300,6002,7.20%,,80,-0.2,0,0,37,70,25
tract,26163558900,1791,7.20%,,73,-0.5,0,0,23,7,25
tract,26049013001,2530,7.20%,,33,-0.4,,,22,7,8
tract,26049013204,5666,7.20%,,39,0,,,47,81,21
tract,26049013301,5772,7.20%,,37,-0.4,,,36,23,2
tract,26055550400,6933,7.20%,,5,-0.4,,,24,20,15
tract,26055550900,4903,7.20%,,17,-0.5,,,17,22,10
tract,26065002300,3209,7.20%,2.6,52,0,,,78,69,49
tract,26099268200,3848,7.20%,,50,-0.3,0,0,47,10,20
tract,26099982100,0,7.20%,,54,-0.3,,,,,
tract,26103000600,2758,7.20%,,5,0.3,,,48,65,6
tract,26099224400,5346,7.20%,,55,-0.6,0,0,24,2,15
tract,26125120300,3445,7.20%,,48,-0.5,0,0,21,41,2
tract,26077001802,4520,7.20%,,83,-0.1,,,60,71,44
tract,26077002601,4909,7.20%,,83,-0.4,,,11,52,17
tract,26077002903,5441,7.20%,,63,0,,,40,75,40
tract,26077003500,4588,7.20%,,65,-0.2,,,28,9,26
tract,26125193500,2800,7.20%,,62,-0.3,0,0,51,38,40
tract,26125144100,4012,7.20%,,58,-0.3,0,100,24,23,28
tract,26125145300,4370,7.20%,,62,-0.2,100,100,42,14,23
tract,26081001600,6175,7.20%,3.3,63,0.1,,,73,75,54
tract,26081004500,8371,7.20%,,60,-0.2,,,24,73,73
tract,26081011301,4732,7.20%,,49,-0.2,,,33,17,22
tract,26125160000,4128,7.20%,2,71,-0.5,0,0,25,23,79
tract,26125171000,4976,7.20%,,73,-0.2,0,0,57,34,55
tract,26163588200,3362,7.20%,,99,0,0,0,55,34,70
tract,26125181200,6578,7.20%,,78,-0.2,0,0,46,18,29
tract,26163501400,3258,7.20%,1.9,83,-0.2,100,0,70,30,86
tract,26093710300,4111,7.20%,,44,-0.4,,,23,12,13
tract,26139024300,5528,7.20%,,54,-0.5,,,15,15,13
tract,26163556900,3867,7.20%,,68,-0.4,0,0,5,19,44
tract,26163557000,3227,7.20%,,69,-0.2,0,0,25,24,46
tract,26163558100,3393,7.20%,,70,-0.4,0,0,15,28,32
tract,26163576300,2485,7.20%,,84,-0.3,0,0,22,13,24
tract,26075005600,7232,7.10%,,40,-0.5,,,6,13,17
tract,26037010802,3859,7.10%,,69,-0.2,,,9,79,15
tract,26045020304,4832,7.10%,,48,-0.3,,,13,75,35
tract,26099215000,5765,7.10%,,50,-0.6,0,0,3,15,7
tract,26163576200,2221,7.10%,,84,-0.3,0,0,14,5,20
tract,26065005202,3771,7.10%,,45,-0.6,,,23,22,41
tract,26065006302,4177,7.10%,,34,-0.1,,,33,44,22
tract,26005030704,5016,7.10%,,38,-0.3,,,27,53,32
tract,26005030800,5042,7.10%,,24,-0.4,,,11,66,27
tract,26005032402,4074,7.10%,,47,-0.3,,,12,53,7
tract,26025001700,4474,7.10%,,82,-0.3,,,19,55,40
tract,26045020303,3484,7.10%,,46,-0.2,,,20,31,29
tract,26049011209,6271,7.10%,,34,-0.4,,,32,70,39
tract,26145010200,4854,7.10%,,63,0.1,,,57,63,23
tract,26125121500,3542,7.10%,,50,-0.3,0,0,47,72,21
tract,26125121700,5457,7.10%,,49,-0.5,0,0,10,12,14
tract,26099230200,4854,7.10%,,67,-0.5,0,0,20,11,15
tract,26099230602,6349,7.10%,,69,-0.3,0,0,45,60,46
tract,26077002101,8028,7.10%,,56,-0.3,,,34,15,7
tract,26077002801,4331,7.10%,,64,-0.4,,,2,41,10
tract,26077006102,3520,7.10%,,52,-0.2,,,11,26,3
tract,26081003900,3540,7.10%,4,63,0.1,,,83,75,87
tract,26081004000,4048,7.10%,2.6,56,0.1,,,87,56,90
tract,26081012002,6279,7.10%,,50,-0.5,,,19,45,7
tract,26125171400,6777,7.10%,,74,0,100,0,60,19,82
tract,26111290800,5453,7.10%,,93,-0.3,,,7,15,16
tract,26093712601,4575,7.10%,,76,-0.6,,,20,25,1
tract,26093720100,3588,7.10%,,35,-0.4,,,11,4,2
tract,26093724003,2603,7.10%,,53,-0.4,,,5,58,11
tract,26093730600,3790,7.10%,,45,-0.5,,,11,18,3
tract,26163541300,2872,7.10%,3,70,0.1,200,100,80,42,89
tract,26163556800,1762,7.10%,,69,-0.5,0,0,7,3,29
tract,26163557700,4188,7.10%,,91,-0.6,0,0,13,14,2
tract,26163581100,3747,7.10%,,88,-0.1,0,0,26,48,46
tract,26145010303,3274,7.10%,,53,-0.3,,,20,31,33
tract,26021001300,2148,7.00%,,9,-0.3,,,5,33,21
tract,26049013402,1847,7.00%,,31,-0.5,,,26,27,3
tract,26099260900,4874,7.00%,,79,-0.3,0,0,46,16,65
tract,26081001102,4369,7.00%,,53,0,,,42,53,43
tract,26111290700,3738,7.00%,,98,0.1,,,42,61,29
tract,26125140600,2600,7.00%,,64,-0.2,0,0,63,81,65
tract,26161422900,2100,7.00%,,54,-0.6,,,11,29,23
tract,26075005800,5113,7.00%,,38,0.3,,,,,68
tract,26015010200,5518,7.00%,,63,-0.3,,,13,39,13
tract,26017285600,7144,7.00%,,67,-0.2,,,12,66,6
tract,26037010400,5210,7.00%,,30,-0.5,,,7,21,16
tract,26045020101,2971,7.00%,,71,-0.7,,,2,4,35
tract,26045020403,2702,7.00%,,32,-0.2,,,24,81,10
tract,26049013111,2925,7.00%,,37,-0.4,,,8,11,18
tract,26055550700,9370,7.00%,,7,-0.2,,,18,72,6
tract,26121001600,2544,7.00%,,87,-0.5,,,0,1,17
tract,26103002100,3179,7.00%,,8,-0.3,,,24,70,13
tract,26099228000,3365,7.00%,,64,-0.1,0,0,41,95,34
tract,26125127700,6653,7.00%,,58,-0.3,0,0,32,85,24
tract,26099240700,4190,7.00%,,63,-0.5,0,0,14,3,26
tract,26081000900,3313,7.00%,3,70,-0.1,,,61,27,36
tract,26125141300,3719,7.00%,3,62,0.1,0,0,61,46,75
tract,26125145200,3658,7.00%,,63,-0.3,100,0,54,13,43
tract,26125154500,2505,7.00%,,63,-0.7,100,0,13,15,45
tract,26125159000,4439,7.00%,,66,-0.7,0,0,8,25,40
tract,26125161800,4158,7.00%,,68,-0.2,0,0,42,54,83
tract,26125162000,3520,7.00%,,72,-0.1,0,0,62,33,75
tract,26139020600,3319,7.00%,,70,-0.3,,,9,40,18
tract,26139021100,4894,7.00%,,66,-0.3,,,14,16,5
tract,26139022107,1371,7.00%,,43,-0.4,,,20,5,31
tract,26161422200,7542,7.00%,,54,-0.6,,,11,29,23
tract,26161405500,2493,7.00%,,57,-0.2,,,43,50,65
tract,26093730102,4098,7.00%,,57,-0.6,,,11,12,2
tract,26093742500,2338,7.00%,,52,-0.5,,,6,0,0
tract,26099261000,3787,7.00%,,81,-0.2,0,0,43,29,67
tract,26099261400,2661,7.00%,,82,-0.3,0,0,34,9,45
tract,26163555300,3107,7.00%,,74,-0.2,100,0,57,9,82
tract,26163557300,2230,7.00%,,70,-0.5,0,0,18,19,26
tract,26163568800,3138,7.00%,,75,0.1,0,0,82,94,75
tract,26073000500,4435,6.90%,,62,0.4,,,60,35,22
tract,26093713300,1682,6.90%,,49,-0.4,,,10,41,13
tract,26093740800,2668,6.90%,,61,-0.3,,,10,15,12
tract,26163551800,3380,6.90%,2,78,-0.3,0,0,18,59,21
tract,26065005502,6473,6.90%,,65,-0.3,,,49,77,49
tract,26049011101,9047,6.90%,,35,-0.3,,,18,66,35
tract,26099222102,9167,6.90%,,42,-0.6,0,0,4,23,26
tract,26125122200,3700,6.90%,,34,-0.5,0,0,9,31,26
tract,26103001500,2879,6.90%,,7,-0.4,,,22,11,8
tract,26125126300,4886,6.90%,,45,-0.4,0,0,38,41,8
tract,26077001501,4724,6.90%,,82,-0.2,,,59,91,35
tract,26125141000,5225,6.90%,,65,0.1,0,0,80,71,69
tract,26161410400,3665,6.90%,,61,-0.3,,,16,65,36
tract,26125154200,3252,6.90%,,64,-0.1,0,100,42,57,27
tract,26139022206,4681,6.90%,,59,-0.3,,,28,33,47
tract,26125181500,2465,6.90%,3.2,83,-0.2,0,0,44,19,27
tract,26089970100,2016,6.90%,,6,-0.4,,,5,25,6
tract,26115830800,7020,6.90%,,55,-0.4,0,0,17,3,2
tract,26093712101,3122,6.90%,,62,-0.4,,,3,12,2
tract,26139023200,2521,6.90%,,55,-0.4,,,9,46,1
tract,26163557600,2787,6.90%,,77,-0.5,0,0,9,3,17
tract,26163563800,3115,6.90%,,73,-0.4,0,0,6,15,31
tract,26163574700,4734,6.90%,2,76,-0.4,0,0,25,41,9
tract,26163575200,3729,6.90%,3,77,-0.1,0,0,36,3,36
tract,26065004100,5535,6.80%,1.7,44,0.4,,,73,92,25
tract,26037011104,6610,6.80%,,35,-0.2,,,46,56,15
tract,26093722500,2300,6.80%,,40,-0.5,,,13,10,1
tract,26125183000,3796,6.80%,,73,-0.3,0,0,29,71,38
tract,26125190500,2525,6.80%,,59,-0.6,0,0,4,1,35
tract,26139022600,2069,6.80%,,43,-0.4,,,5,5,27
tract,26065005700,5070,6.80%,,33,-0.5,,,11,26,19
tract,26021001100,4050,6.80%,,8,-0.5,,,6,11,23
tract,26099252200,2838,6.80%,1.9,74,-0.2,0,0,21,25,22
tract,26099225200,6991,6.80%,,58,-0.6,0,0,17,21,20
tract,26099225702,1691,6.80%,,64,-0.2,0,0,32,2,17
tract,26099232500,4425,6.80%,,65,-0.5,0,0,17,8,39
tract,26125127300,4572,6.80%,,56,-0.4,0,0,16,38,22
tract,26125130100,2298,6.80%,,52,-0.5,400,300,21,54,14
tract,26125131100,2279,6.80%,,49,-0.5,400,200,21,5,6
tract,26077002700,8220,6.80%,,70,-0.5,,,2,30,19
tract,26125154000,1818,6.80%,2,63,-0.4,100,0,10,15,24
tract,26125154100,2729,6.80%,,61,-0.4,100,200,27,6,20
tract,26081010904,7593,6.80%,,42,-0.6,,,23,12,13
tract,26125160600,4641,6.80%,,69,-0.2,0,0,30,56,73
tract,26163588400,5370,6.80%,,79,-0.4,0,0,27,10,58
tract,26163590400,7240,6.80%,,68,-0.4,0,0,31,40,32
tract,26081013200,6915,6.80%,,51,-0.3,,,20,48,21
tract,26161420200,3789,6.80%,,66,-0.4,,,12,32,6
tract,26161466000,2559,6.80%,,59,-0.5,,,13,6,11
tract,26159011900,5509,6.80%,,40,-0.4,,,17,35,12
tract,26111291200,5552,6.80%,,52,-0.5,,,15,36,9
tract,26093725100,4884,6.80%,,80,-0.2,,,36,91,25
tract,26099262000,3278,6.80%,,86,-0.2,0,0,50,47,43
tract,26081011002,4341,6.80%,,44,-0.3,,,8,17,11
tract,26161464000,6193,6.80%,,67,-0.5,,,18,16,22
tract,26093731100,3850,6.70%,,40,-0.5,,,23,18,7
tract,26099224100,9425,6.70%,,53,-0.7,0,0,4,6,23
tract,26099243000,4438,6.70%,,57,-0.5,0,0,3,18,20
tract,26125172400,1651,6.70%,,73,0.4,0,0,80,77,73
tract,26159011002,6661,6.70%,,41,-0.4,,,9,48,20
tract,26065003902,4614,6.70%,2.4,41,0.1,,,70,63,30
tract,26065004000,4005,6.70%,1.3,45,0,,,64,75,25
tract,26065006301,4800,6.70%,,37,-0.3,,,22,90,21
tract,26067031400,4703,6.70%,,28,-0.4,,,1,28,13
tract,26037010300,5321,6.70%,,42,-0.4,,,6,16,24
tract,26037011101,4688,6.70%,,32,-0.3,,,12,7,3
tract,26121001500,3790,6.70%,1.9,88,-0.4,,,4,78,27
tract,26145010302,7869,6.70%,,52,-0.3,,,8,76,49
tract,26099226100,7848,6.70%,,54,-0.6,0,0,30,6,15
tract,26125128100,2824,6.70%,,59,-0.5,0,0,7,7,13
tract,26147637200,3694,6.70%,,65,-0.1,,,24,39,4
tract,26099241800,6047,6.70%,,64,-0.2,0,0,37,34,59
tract,26081011200,4236,6.70%,3,52,-0.2,,,23,52,26
tract,26125160500,4149,6.70%,,71,-0.2,0,0,50,53,71
tract,26081011406,5746,6.70%,3,60,0.2,,,60,39,63
tract,26139021604,7341,6.70%,,51,-0.4,,,8,2,9
tract,26125166800,3498,6.70%,,66,-0.7,0,0,18,31,59
tract,26081013400,5647,6.70%,2.8,52,-0.1,,,53,51,52
tract,26093710100,2646,6.70%,,41,-0.5,,,8,8,20
tract,26093742700,3580,6.70%,,52,-0.4,,,19,12,7
tract,26093743800,3929,6.70%,,50,-0.6,,,2,3,1
tract,26163538300,2129,6.70%,,82,0.3,300,100,69,52,91
tract,26163558200,4499,6.70%,,71,-0.4,0,0,17,77,35
tract,26163558800,2575,6.70%,,73,-0.5,0,0,7,10,29
tract,26163574300,3401,6.70%,,0,-0.2,,,,,
tract,26065003103,5910,6.60%,2.9,47,-0.1,,,57,42,56
tract,26049011102,5513,6.60%,,34,-0.2,,,36,70,34
tract,26057000400,3748,6.60%,,40,,,,,,74
tract,26103000400,2000,6.60%,,6,-0.1,,,46,29,8
tract,26077001502,4555,6.60%,,72,0,,,44,43,42
tract,26081013700,7172,6.60%,3,56,-0.1,,,49,44,67
tract,26099224600,6222,6.60%,,56,-0.3,0,0,56,64,34
tract,26139021303,2830,6.60%,,53,-0.4,,,7,46,18
tract,26125165000,2941,6.60%,3,67,-0.3,0,0,20,30,30
tract,26163556700,2556,6.60%,,70,-0.4,100,0,23,9,18
tract,26163558000,4195,6.60%,,71,-0.4,0,0,18,22,22
tract,26163564504,7404,6.60%,,76,-0.4,0,0,30,49,66
tract,26163575000,3774,6.60%,2.7,80,-0.2,0,0,11,35,24
tract,26015010402,4294,6.60%,,73,-0.4,,,10,5,9
tract,26025001500,5331,6.60%,,82,-0.5,,,14,14,37
tract,26099221800,5232,6.60%,,40,-0.5,0,0,15,21,35
tract,26147627000,2410,6.60%,,48,-0.2,,,31,24,19
tract,26099226400,2655,6.60%,,56,-0.6,0,0,23,6,22
tract,26077000500,3903,6.60%,2.8,77,0.3,,,92,86,60
tract,26077001907,4403,6.60%,,60,-0.1,,,67,43,38
tract,26125196200,4306,6.60%,,67,-0.4,0,0,25,32,39
tract,26125140302,3958,6.60%,,70,-0.3,0,0,50,40,45
tract,26081000500,4073,6.60%,2.4,67,-0.2,,,25,15,34
tract,26163531200,2576,6.60%,3.1,84,-0.4,200,400,31,12,85
tract,26139021304,5483,6.60%,,58,-0.4,,,10,23,5
tract,26161421100,3937,6.60%,,56,-0.3,,,25,59,17
tract,26161423600,2601,6.60%,,46,-0.4,,,40,7,31
tract,26161465000,6077,6.60%,,58,-0.3,,,3,63,14
tract,26163513300,2480,6.60%,3,77,-0.2,200,200,56,17,85
tract,26093740700,2736,6.60%,,56,-0.5,,,11,4,16
tract,26139025500,4013,6.60%,,53,-0.4,,,4,48,25
tract,26163563400,5004,6.60%,,73,-0.5,0,0,7,32,36
tract,26163577700,2391,6.60%,2.2,94,-0.2,0,0,38,1,45
tract,26049013112,4517,6.50%,,38,-0.5,,,18,9,9
tract,26075006804,5912,6.50%,,29,-0.4,,,2,13,7
tract,26081012606,5700,6.50%,,62,-0.1,,,39,69,53
tract,26081014704,3066,6.50%,,64,-0.3,,,12,51,23
tract,26139023100,11433,6.50%,,81,-0.2,,,41,43,64
tract,26163558400,4030,6.50%,,75,-0.5,0,0,14,23,21
tract,26065005501,6377,6.50%,,44,-0.4,,,17,70,33
tract,26073000800,2899,6.50%,,62,0.3,,,80,93,32
tract,26037010105,3909,6.50%,,35,-0.5,,,12,21,32
tract,26099215200,8039,6.50%,,54,-0.7,0,0,11,37,4
tract,26125122700,3173,6.50%,,44,-0.3,0,0,15,11,14
