Geo Type,Geo ID,Population,Asthma,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Pneumonia,Asthma_2,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26093724001,2261,11.40%,,47,-0.2,,,37,92,5
tract,26161404200,1802,11.40%,,47,0.1,,,59,64,57
tract,26117970500,7617,11.40%,,25,-0.2,,,24,25,10
tract,26141950200,2479,11.40%,,20,0,,,24,43,4
tract,26099260100,2910,11.40%,,80,-0.1,0,0,53,30,40
tract,26163538400,4435,11.40%,1.2,82,-0.5,200,500,25,15,88
tract,26163556300,3316,11.40%,,68,0,0,0,57,30,33
tract,26163559000,2722,11.40%,,73,-0.3,0,0,14,2,31
tract,26049010810,4880,11.40%,,23,-0.3,,,36,57,70
tract,26065005800,5866,11.30%,,32,-0.3,,,36,66,3
tract,26001970600,1351,11.30%,,5,0.1,,,50,50,6
tract,26017286400,2433,11.30%,,36,-0.1,,,51,33,3
tract,26037011104,6610,11.30%,,35,-0.2,,,46,56,15
tract,26049010202,1659,11.30%,,24,-0.3,,,30,19,12
tract,26049012704,4339,11.30%,,25,-0.3,,,42,6,20
tract,26049012907,2218,11.30%,,33,-0.4,,,19,9,7
tract,26049013402,1847,11.30%,,31,-0.5,,,26,27,3
tract,26061000600,3844,11.30%,,6,0,,,53,78,9
tract,26103002200,3250,11.30%,,12,-0.2,,,16,14,3
tract,26081012606,5700,11.30%,,62,-0.1,,,39,69,53
tract,26081013700,7172,11.30%,3,56,-0.1,,,49,44,67
tract,26099230000,4403,11.30%,,63,0,0,0,79,83,25
tract,26099240300,3929,11.30%,,63,-0.1,0,0,20,76,43
tract,26099240400,5244,11.30%,,64,-0.2,0,0,33,30,31
tract,26127010400,3758,11.30%,,11,0,,,48,94,36
tract,26131970100,1750,11.30%,,1,0.1,,,50,61,8
tract,26103002800,4587,11.30%,,6,-0.3,,,39,71,20
tract,26111290700,3738,11.30%,,98,0.1,,,42,61,29
tract,26125121800,5155,11.30%,,52,-0.5,0,0,9,61,10
tract,26145012700,4394,11.30%,,26,0,,,49,78,19
tract,26151970600,2087,11.30%,,16,0.1,,,35,61,6
tract,26161400100,2348,11.30%,,50,0.3,,,77,59,47
tract,26065003902,4614,11.30%,2.4,41,0.1,,,70,63,30
tract,26163563200,3137,11.30%,,74,-0.2,0,0,15,20,60
tract,26163576200,2221,11.30%,,84,-0.3,0,0,14,5,20
tract,26065004500,3754,11.30%,,41,0.1,,,57,53,57
tract,26005030300,7796,11.30%,,47,-0.4,,,19,14,4
tract,26005031800,4691,11.30%,,55,-0.2,,,28,73,20
tract,26075000800,4633,11.30%,1.5,40,-0.1,,,53,12,31
tract,26075006402,7065,11.30%,,54,-0.2,,,25,26,9
tract,26075006801,3020,11.30%,,31,-0.2,,,44,17,15
tract,26015010300,8161,11.30%,,88,-0.5,,,4,41,5
tract,26007000900,2656,11.30%,,72,0,,,36,38,6
tract,26015010600,6736,11.30%,,68,-0.3,,,28,42,1
tract,26017286100,7495,11.30%,,57,-0.3,,,20,40,4
tract,26017286200,4874,11.30%,,46,-0.2,,,36,26,3
tract,26025000900,3510,11.30%,,84,0.1,,,46,57,31
tract,26025002700,6264,11.30%,,73,-0.3,,,33,32,10
tract,26025002900,3055,11.30%,,73,-0.2,,,35,45,6
tract,26025003000,2130,11.30%,,67,-0.2,,,32,18,2
tract,26025004000,3969,11.30%,,99,0,,,54,60,14
tract,26037010901,2930,11.30%,,51,-0.2,,,29,90,11
tract,26037010902,4428,11.30%,,35,-0.4,,,10,33,9
tract,26033970700,959,11.30%,,17,0.1,,,67,54,21
tract,26041970200,2240,11.30%,,12,-0.1,,,48,53,14
tract,26041970700,3607,11.30%,,13,-0.2,,,26,61,14
tract,26043950500,3015,11.30%,,67,0,,,28,38,12
tract,26049012401,1829,11.30%,,19,-0.2,,,21,8,15
tract,26049010111,1255,11.30%,,28,-0.4,,,39,16,32
tract,26049011213,5260,11.30%,,35,-0.4,,,34,24,23
tract,26057000800,4211,11.30%,,31,-0.2,,,30,68,13
tract,26059050100,4569,11.30%,,33,-0.2,,,44,25,3
tract,26049013204,5666,11.30%,,39,0,,,47,81,21
tract,26051000200,1337,11.30%,,16,0,,,45,25,4
tract,26051000900,1747,11.30%,,32,-0.1,,,29,28,6
tract,26053950100,2226,11.30%,,1,-0.1,,,24,60,32
tract,26053950400,955,11.30%,,1,-0.1,,,24,60,32
tract,26065000400,2799,11.30%,1.9,57,-0.1,,,29,19,36
tract,26119910200,1551,11.30%,,10,0.1,,,31,59,6
tract,26143970300,2976,11.30%,,28,0,,,35,71,25
tract,26099210000,4514,11.30%,,39,-0.4,0,0,58,70,18
tract,26145010502,5354,11.30%,,47,0,,,39,31,52
tract,26145011100,1767,11.30%,,55,-0.1,,,31,27,22
tract,26145011702,2313,11.30%,,46,0,,,21,27,23
tract,26145011902,2165,11.30%,,40,-0.1,,,29,18,4
tract,26145012400,1892,11.30%,,33,-0.2,,,14,42,11
tract,26145013100,5734,11.30%,,30,-0.3,,,15,45,10
tract,26125123000,2454,11.30%,,40,-0.4,0,0,47,28,12
tract,26147637200,3694,11.30%,,65,-0.1,,,24,39,4
tract,26147644000,4236,11.30%,,34,-0.1,,,61,16,3
tract,26125130300,3904,11.30%,,55,-0.4,600,400,30,64,29
tract,26125130700,7047,11.30%,,60,-0.2,500,200,29,25,18
tract,26125131300,5102,11.30%,,50,-0.3,300,300,33,67,9
tract,26125131600,2770,11.30%,,48,-0.4,400,100,26,6,11
tract,26125131800,3757,11.30%,,48,-0.3,800,300,46,43,15
tract,26077003500,4588,11.30%,,65,-0.2,,,28,9,26
tract,26127010900,2399,11.30%,,43,-0.1,,,33,50,12
tract,26127011000,1639,11.30%,,12,0,,,60,50,32
tract,26125141300,3719,11.30%,3,62,0.1,0,0,61,46,75
tract,26081002500,4702,11.30%,3,54,-0.2,,,34,38,33
tract,26129950600,2472,11.30%,,31,0,,,56,38,2
tract,26081010302,6217,11.30%,,25,-0.3,,,16,23,13
tract,26081010600,12560,11.30%,,30,-0.6,,,2,2,14
tract,26081010902,3943,11.30%,,37,-0.5,,,13,35,7
tract,26125160800,3771,11.30%,,67,-0.3,0,0,30,33,86
tract,26155031301,4162,11.30%,,31,-0.3,,,13,24,8
tract,26155031402,3706,11.30%,,31,-0.3,,,22,27,5
tract,26081011500,7366,11.30%,3,84,-0.2,,,32,91,28
tract,26081013400,5647,11.30%,2.8,52,-0.1,,,53,51,52
tract,26081014502,8142,11.30%,,55,-0.1,,,53,97,46
tract,26105950300,3696,11.30%,,20,-0.3,,,26,18,6
tract,26085961100,3657,11.30%,,7,0.2,,,84,79,44
tract,26157001100,3302,11.30%,,26,0,,,58,50,10
tract,26109960500,2833,11.30%,,86,0.1,,,40,55,4
tract,26163595100,5469,11.30%,,86,-0.1,0,0,24,54,44
tract,26089970500,4916,11.30%,,5,-0.2,,,41,34,8
tract,26151970500,2296,11.30%,,25,0,,,34,51,6
tract,26093710700,1813,11.30%,,44,-0.3,,,49,8,9
tract,26139024300,5528,11.30%,,54,-0.5,,,15,15,13
tract,26141950300,2074,11.30%,,17,0.1,,,47,63,7
tract,26099261100,4778,11.30%,,83,-0.1,0,0,69,54,53
tract,26099261500,3409,11.30%,,84,-0.1,0,0,23,22,54
tract,26099262400,3484,11.30%,,83,-0.1,0,0,63,80,69
tract,26099262500,4961,11.30%,,86,0,0,0,68,62,61
tract,26095960200,1966,11.30%,,30,0,,,21,37,11
tract,26163554700,2919,11.30%,2,72,-0.5,100,0,7,11,77
tract,26163558300,1739,11.30%,,74,-0.2,0,0,49,48,28
tract,26163565200,5321,11.30%,,74,0,0,0,35,74,59
tract,26163576400,3541,11.30%,2,86,-0.3,0,0,21,50,34
tract,26163580500,2803,11.30%,2.6,95,-0.3,0,0,13,15,4
tract,26065003103,5910,11.20%,2.9,47,-0.1,,,57,42,56
tract,26005032200,5144,11.20%,,56,-0.2,,,35,78,34
tract,26015010800,3286,11.20%,,76,-0.2,,,57,49,8
tract,26037010201,2080,11.20%,,44,-0.2,,,29,33,25
tract,26041970100,1709,11.20%,,11,0,,,57,41,32
tract,26099250900,2694,11.20%,,77,-0.3,0,0,40,20,8
tract,26099262600,2525,11.20%,,93,0,0,0,52,80,48
tract,26077002901,3923,11.20%,,56,-0.2,,,20,47,9
tract,26081001102,4369,11.20%,,53,0,,,42,53,43
tract,26081010802,6277,11.20%,,26,-0.4,,,29,46,21
tract,26081011401,2338,11.20%,,65,-0.3,,,25,39,23
tract,26099226700,4795,11.20%,,57,-0.2,0,0,25,69,24
tract,26099232100,6466,11.20%,,74,-0.3,0,0,53,34,44
tract,26099242000,5981,11.20%,,0,-0.1,,,,,
tract,26131970300,1676,11.20%,,1,0,,,18,33,9
tract,26115832800,4835,11.20%,,62,-0.4,0,0,9,21,1
tract,26121003400,4227,11.20%,,71,-0.3,,,23,33,23
tract,26147640600,2365,11.20%,,39,-0.3,,,30,27,10
tract,26159011002,6661,11.20%,,41,-0.4,,,9,48,20
tract,26163593000,5489,11.20%,,75,-0.3,0,0,28,60,33
tract,26163552300,3204,11.20%,3.8,85,0.1,300,100,89,50,68
tract,26163557100,2482,11.20%,,69,-0.3,0,0,55,60,43
tract,26069000600,2757,11.20%,,29,-0.1,,,42,64,4
tract,26065006001,3393,11.20%,,31,-0.3,,,26,34,7
tract,26069000200,3916,11.20%,,8,-0.1,,,22,9,17
tract,26005030500,7850,11.20%,,90,-0.4,,,17,19,26
tract,26005030902,2471,11.20%,,19,-0.1,,,57,51,30
tract,26071000400,2254,11.20%,,11,0,,,32,71,17
tract,26075006803,2881,11.20%,,27,-0.3,,,12,15,4
tract,26001970100,2482,11.20%,,37,0,,,47,58,10
tract,26021010600,5043,11.20%,,25,-0.1,,,50,59,36
tract,26021021300,4638,11.20%,,26,0.1,,,52,67,66
tract,26015011300,7999,11.20%,,62,-0.1,,,37,82,1
tract,26021010100,3575,11.20%,,5,-0.2,,,30,14,23
tract,26039960400,2090,11.20%,,48,0.1,,,51,31,15
tract,26029001400,1158,11.20%,,6,-0.1,,,64,59,16
tract,26045020800,5153,11.20%,,70,-0.2,,,42,59,15
tract,26043950600,4378,11.20%,,61,0.1,,,28,78,18
tract,26049012009,2620,11.20%,,27,-0.3,,,31,24,7
tract,26047970500,4729,11.20%,,4,-0.3,,,29,57,5
tract,26049010604,2651,11.20%,,16,-0.3,,,26,51,22
tract,26049011211,4945,11.20%,,36,-0.2,,,34,29,45
tract,26057000200,4898,11.20%,,39,-0.3,,,15,43,10
tract,26049013002,4033,11.20%,,37,-0.3,,,45,51,6
tract,26055551400,5542,11.20%,,13,-0.2,,,42,74,9
tract,26099250800,2855,11.20%,,76,-0.1,0,0,35,32,16
tract,26099251000,1667,11.20%,2.8,73,-0.1,0,0,37,7,16
tract,26099251900,3026,11.20%,3,79,-0.3,0,0,26,47,13
tract,26063950700,3489,11.20%,,33,0,,,51,75,9
tract,26099247200,6845,11.20%,,57,-0.5,0,0,12,10,23
tract,26099247300,6316,11.20%,,53,-0.5,0,0,1,19,25
tract,26099250000,2260,11.20%,,65,-0.3,0,0,30,17,20
tract,26099250300,3058,11.20%,,68,-0.3,0,0,42,36,15
tract,26121000402,4302,11.20%,,84,0.3,,,88,95,77
tract,26121002300,5661,11.20%,,99,-0.3,,,18,24,12
tract,26121002700,7822,11.20%,,80,-0.3,,,18,38,23
tract,26101000700,4223,11.20%,,72,-0.2,,,26,50,8
tract,26099221200,6004,11.20%,,44,-0.3,0,0,26,76,26
tract,26099221500,1394,11.20%,,42,-0.5,0,0,31,2,14
tract,26125121500,3542,11.20%,,50,-0.3,0,0,47,72,21
tract,26147630100,1122,11.20%,,37,0.2,,,58,59,24
tract,26099231000,4397,11.20%,,70,-0.3,0,0,56,76,26
tract,26125127500,6973,11.20%,,55,-0.4,0,0,31,26,45
tract,26147633100,2771,11.20%,,38,-0.4,,,13,30,1
tract,26147642000,5327,11.20%,,44,-0.2,,,34,40,6
tract,26077001503,4716,11.20%,2.2,88,-0.1,,,33,56,34
tract,26077001604,1856,11.20%,,62,-0.2,,,36,40,51
tract,26077001907,4403,11.20%,,60,-0.1,,,67,43,38
tract,26125130500,3033,11.20%,,58,-0.4,700,300,11,10,11
tract,26125133002,3289,11.20%,,65,-0.6,0,0,6,19,18
tract,26125134700,3395,11.20%,,63,-0.1,100,100,30,35,33
tract,26077002700,8220,11.20%,,70,-0.5,,,2,30,19
tract,26077002903,5441,11.20%,,63,0,,,40,75,40
tract,26153000200,2412,11.20%,,3,-0.2,,,32,17,23
tract,26077006702,6254,11.20%,,71,-0.3,,,7,58,15
tract,26081000500,4073,11.20%,2.4,67,-0.2,,,25,15,34
tract,26125144100,4012,11.20%,,58,-0.3,0,0,24,23,28
tract,26125145300,4370,11.20%,,62,-0.2,100,100,42,14,23
tract,26125145400,4323,11.20%,4,62,-0.2,0,0,47,66,45
tract,26161410400,3665,11.20%,,61,-0.3,,,16,65,36
tract,26081004100,5577,11.20%,2.1,58,-0.4,,,55,34,64
tract,26125154200,3252,11.20%,,64,-0.1,0,0,42,57,27
tract,26125157200,3897,11.20%,,63,-0.3,100,0,69,36,53
tract,26139020900,4413,11.20%,,66,-0.1,,,48,71,12
tract,26125167300,3662,11.20%,,67,-0.1,0,0,65,98,58
tract,26125167400,5221,11.20%,3,67,-0.3,0,0,31,78,59
tract,26125171000,4976,11.20%,,73,-0.2,0,0,57,34,55
tract,26125171100,3538,11.20%,2.9,76,-0.5,100,0,6,12,63
tract,26081013900,6127,11.20%,,53,-0.1,,,48,70,38
tract,26081014807,8624,11.20%,,66,-0.3,,,12,19,15
tract,26161465000,6077,11.20%,,58,-0.3,,,3,63,14
tract,26159010900,7614,11.20%,,27,-0.2,,,18,24,16
tract,26087341000,4763,11.20%,,33,-0.4,,,36,24,9
tract,26113960200,3222,11.20%,,5,-0.1,,,46,52,10
tract,26115830900,2656,11.20%,,63,-0.4,0,0,17,2,1
tract,26115833000,4458,11.20%,,71,-0.3,,,9,20,3
tract,26161405100,1786,11.20%,,55,0,,,57,41,40
tract,26093733601,2633,11.20%,,41,-0.2,,,23,29,14
tract,26115833900,5172,11.20%,,79,-0.4,,,6,10,20
tract,26141950500,2674,11.20%,,41,-0.1,,,56,73,6
tract,26163552000,3298,11.20%,3.3,85,0.1,500,300,95,53,71
tract,26163558500,3961,11.20%,,74,-0.4,0,0,7,43,16
tract,26163559100,2421,11.20%,,73,-0.3,0,0,19,3,40
tract,26163562900,3383,11.20%,,75,-0.2,0,0,36,11,15
tract,26163567400,2764,11.20%,,74,-0.1,0,0,29,31,19
tract,26163576600,4004,11.20%,,88,-0.3,0,0,25,40,37
tract,26163577700,2391,11.20%,2.2,94,-0.2,0,0,38,1,45
tract,26025001600,2862,11.10%,3,85,-0.2,,,14,11,33
tract,26025003400,2163,11.10%,,67,0,,,72,52,45
tract,26035000500,1531,11.10%,,27,-0.1,,,62,31,7
tract,26049011102,5513,11.10%,,34,-0.2,,,36,70,34
tract,26099250400,1495,11.10%,,72,-0.2,0,0,33,14,31
tract,26099251300,2273,11.10%,,77,-0.2,0,0,15,21,11
tract,26101000800,3236,11.10%,,42,0,,,26,39,31
tract,26103002300,2063,11.10%,,19,0,,,41,31,5
tract,26093722500,2300,11.10%,,40,-0.5,,,13,10,1
tract,26137950500,3646,11.10%,,39,-0.2,,,40,18,9
tract,26125122900,2008,11.10%,,39,-0.4,0,0,30,32,14
tract,26125144400,4963,11.10%,,59,-0.2,0,0,33,49,35
tract,26139023100,11433,11.10%,,81,-0.2,,,41,43,64
tract,26161414000,3408,11.10%,,60,0.1,,,65,94,74
tract,26163558000,4195,11.10%,,71,-0.4,0,0,18,22,22
tract,26163558900,1791,11.10%,,73,-0.5,0,100,23,7,25
tract,26065004700,2934,11.10%,,34,-0.1,,,17,67,26
tract,26065004902,5208,11.10%,,43,0,,,76,75,50
tract,26065006302,4177,11.10%,,34,-0.1,,,33,44,22
tract,26005030704,5016,11.10%,,38,-0.3,,,27,53,32
tract,26005032100,4724,11.10%,,61,-0.3,,,14,39,20
tract,26005032401,1592,11.10%,,70,0.1,,,42,55,67
tract,26075006100,6429,11.10%,,28,-0.1,,,15,35,18
tract,26017285100,3325,11.10%,,85,-0.2,,,7,7,18
tract,26017285700,3555,11.10%,,68,-0.3,,,10,34,5
tract,26019000500,2991,11.10%,,24,-0.1,,,47,55,15
tract,26027001000,3787,11.10%,,85,-0.2,,,34,18,15
tract,26027001200,2980,11.10%,,85,-0.4,,,12,41,20
tract,26039960100,2312,11.10%,,47,-0.1,,,44,19,7
tract,26029001200,3161,11.10%,,6,-0.3,,,24,73,10
tract,26045020404,4353,11.10%,,31,-0.2,,,35,81,13
tract,26045020602,3334,11.10%,,52,-0.3,,,39,35,22
tract,26045021201,2982,11.10%,,46,-0.4,,,14,26,9
tract,26041970500,4254,11.10%,,37,-0.1,,,31,47,9
tract,26049010603,5317,11.10%,,16,-0.2,,,34,62,21
tract,26049010700,4906,11.10%,,15,-0.4,,,8,20,6
tract,26049011209,6271,11.10%,,34,-0.4,,,32,70,39
tract,26059050200,3034,11.10%,,44,-0.1,,,51,57,7
tract,26059050900,4859,11.10%,,47,-0.2,,,28,48,7
tract,26099250600,2818,11.10%,2.9,70,-0.2,0,0,42,31,10
tract,26099250700,2959,11.10%,2.8,72,-0.3,0,0,19,13,9
tract,26061000700,3416,11.10%,,5,-0.1,,,23,69,3
tract,26063950100,1257,11.10%,,34,0.1,,,53,80,20
tract,26063950500,2082,11.10%,,25,0,,,34,26,3
tract,26099250200,2700,11.10%,3,68,-0.2,0,0,16,6,11
tract,26099268200,3848,11.10%,,50,-0.3,0,0,47,10,20
tract,26099982100,0,11.10%,,54,-0.3,,,,,
tract,26097950300,1681,11.10%,,18,-0.1,,,52,66,26
tract,26099212000,5509,11.10%,,43,-0.5,0,0,13,31,2
tract,26121002800,6310,11.10%,,74,-0.3,,,24,39,17
tract,26099222800,3273,11.10%,,45,-0.4,0,0,23,41,39
tract,26123970600,4342,11.10%,,31,-0.1,,,48,76,13
tract,26145012001,3468,11.10%,,45,-0.2,,,32,47,7
tract,26147630400,5809,11.10%,,41,-0.3,,,21,27,4
tract,26099232200,5283,11.10%,,76,0,0,0,65,56,48
tract,26125127700,6653,11.10%,,58,-0.3,0,0,32,85,24
tract,26125128400,4008,11.10%,,72,-0.2,0,0,81,76,45
tract,26147633200,2680,11.10%,,31,-0.3,,,12,24,7
tract,26147645000,3337,11.10%,,38,-0.2,,,20,27,0
tract,26077002202,8281,11.10%,,69,-0.4,,,36,22,27
tract,26077002801,4331,11.10%,,64,-0.4,,,2,41,10
tract,26125138301,3939,11.10%,,68,-0.4,0,0,45,39,24
tract,26125140100,1345,11.10%,,63,-0.3,,,,,
tract,26125144500,3306,11.10%,2.4,60,-0.3,0,0,62,18,33
tract,26161410300,4390,11.10%,,64,-0.1,,,50,66,51
tract,26081010904,7593,11.10%,,42,-0.6,,,23,12,13
tract,26137950600,4740,11.10%,,36,-0.3,,,36,27,5
tract,26157000100,4087,11.10%,,41,0,,,43,84,21
tract,26157000200,3159,11.10%,,40,-0.1,,,24,42,13
tract,26081011702,4519,11.10%,,50,-0.2,,,21,31,27
tract,26081012002,6279,11.10%,,50,-0.5,,,19,45,7
tract,26139021202,7366,11.10%,,63,-0.1,,,36,82,9
tract,26081013100,5691,11.10%,,51,-0.2,,,13,34,24
tract,26125181200,6578,11.10%,,78,-0.2,0,0,46,18,29
tract,26125181400,3252,11.10%,,79,-0.1,0,0,39,39,13
tract,26161420000,3385,11.10%,,71,-0.5,,,12,40,47
tract,26161426000,4248,11.10%,,44,-0.4,,,13,33,17
tract,26159011900,5509,11.10%,,40,-0.4,,,17,35,12
tract,26087342100,3545,11.10%,,26,-0.3,,,13,12,6
tract,26109960400,3314,11.10%,,55,-0.2,,,11,31,6
tract,26111290500,1980,11.10%,,70,-0.2,,,21,3,6
tract,26111291101,3694,11.10%,,39,-0.3,,,29,18,9
tract,26151970700,1817,11.10%,,21,-0.1,,,45,26,1
tract,26091062400,5155,11.10%,,51,-0.3,,,19,52,14
tract,26093721100,3336,11.10%,,40,-0.3,,,32,23,4
tract,26093722100,3174,11.10%,,39,-0.3,,,27,59,4
tract,26163516500,1901,11.10%,4,84,-0.2,100,100,45,79,76
tract,26163517100,1167,11.10%,4,84,0,200,1000,59,46,80
tract,26161400700,2887,11.10%,,48,-0.1,,,57,62,46
tract,26139025100,7405,11.10%,,63,0,,,83,86,61
tract,26099260200,2302,11.10%,,80,-0.3,0,0,36,5,20
tract,26163556200,2724,11.10%,,68,-0.2,0,0,44,79,35
tract,26163556500,2187,11.10%,,71,-0.1,0,0,27,56,34
tract,26075006301,2954,11.00%,,35,-0.3,,,31,25,23
tract,26003000200,2644,11.00%,,4,0,,,30,73,21
tract,26037010802,3859,11.00%,,69,-0.2,,,9,79,15
tract,26061000100,2580,11.00%,,8,-0.1,,,36,50,9
tract,26063950200,2047,11.00%,,53,-0.1,,,37,35,2
tract,26099261600,1453,11.00%,,85,-0.2,0,100,55,13,25
tract,26103001600,2090,11.00%,,7,-0.1,,,18,37,12
tract,26081002200,4682,11.00%,3,55,-0.1,,,28,63,33
tract,26087341500,4264,11.00%,,33,-0.5,,,12,37,12
tract,26093733602,3827,11.00%,,43,-0.4,,,28,44,12
tract,26093742402,3828,11.00%,,63,-0.3,,,39,55,20
tract,26093743500,2014,11.00%,,47,-0.5,,,14,5,16
tract,26099224100,9425,11.00%,,53,-0.7,0,0,4,6,23
tract,26099225900,5249,11.00%,,60,-0.3,0,0,26,39,11
tract,26139021201,5504,11.00%,,59,-0.4,,,14,31,23
tract,26125127400,1704,11.00%,,58,-0.3,0,0,31,12,13
tract,26125131500,4042,11.00%,,48,-0.5,500,500,12,2,4
tract,26125134300,5257,11.00%,,63,-0.5,200,400,22,5,20
tract,26125166900,3437,11.00%,,66,-0.4,0,0,22,31,51
tract,26161413401,4559,11.00%,,72,-0.6,,,27,18,63
tract,26163591502,3292,11.00%,,77,-0.2,0,0,34,78,35
tract,26163551800,3380,11.00%,2,78,-0.3,0,0,18,59,21
tract,26163556400,4346,11.00%,,69,-0.6,0,0,12,6,27
tract,26071000100,2188,11.00%,,22,0,,,55,59,11
tract,26067031300,8036,11.00%,,42,-0.3,,,9,34,20
tract,26005030702,4850,11.00%,,41,-0.3,,,16,34,8
tract,26073940600,5120,11.00%,,67,-0.3,,,39,52,25
tract,26009960400,3114,11.00%,,7,-0.1,,,46,77,12
tract,26021010400,2812,11.00%,,6,-0.1,,,38,40,27
tract,26021011400,2427,11.00%,,49,-0.2,,,35,45,35
tract,26021020400,3899,11.00%,,38,-0.2,,,36,50,15
tract,26021021400,4350,11.00%,,32,-0.1,,,54,86,50
tract,26019000300,1810,11.00%,,13,-0.2,,,54,58,8
tract,26021001700,4683,11.00%,,27,-0.4,,,25,17,18
tract,26029000800,2882,11.00%,,4,-0.3,,,21,38,14
tract,26037010204,1873,11.00%,,78,-0.6,,,6,50,3
tract,26037010701,2054,11.00%,,34,-0.3,,,24,20,10
tract,26037011002,3509,11.00%,,29,-0.4,,,17,5,4
tract,26045021001,4818,11.00%,,61,-0.3,,,30,87,20
tract,26045021002,4167,11.00%,,58,-0.4,,,12,28,32
tract,26045021202,3644,11.00%,,47,-0.4,,,13,26,9
tract,26041970400,5307,11.00%,,57,-0.3,,,25,18,7
tract,26049011402,4096,11.00%,,31,-0.5,,,35,4,26
tract,26055551200,3259,11.00%,,20,-0.1,,,61,78,21
tract,26099251400,2859,11.00%,,79,-0.2,0,0,36,30,10
tract,26099251500,2027,11.00%,,80,-0.2,0,0,47,34,24
tract,26099251600,3038,11.00%,3,76,-0.2,0,0,18,49,22
tract,26061000900,5153,11.00%,,5,-0.1,,,38,73,8
tract,26099214000,2855,11.00%,,50,-0.2,0,0,34,55,15
tract,26121003800,3483,11.00%,,65,-0.2,,,9,67,17
tract,26099217000,2554,11.00%,,42,-0.3,0,0,19,7,11
tract,26099224400,5346,11.00%,,55,-0.6,0,0,24,2,15
tract,26099225100,3237,11.00%,,56,-0.2,0,0,49,11,18
tract,26099225702,1691,11.00%,,64,-0.2,0,0,32,2,17
tract,26147627000,2410,11.00%,,48,-0.2,,,31,24,19
tract,26099227300,4525,11.00%,,61,-0.3,0,0,19,80,31
tract,26099230900,7652,11.00%,,70,-0.3,0,0,52,63,2
tract,26125126300,4886,11.00%,,45,-0.4,0,0,38,41,8
tract,26125127300,4572,11.00%,,56,-0.4,0,0,16,38,22
tract,26147641000,3447,11.00%,,38,-0.4,,,14,20,2
tract,26077001506,8350,11.00%,,67,-0.1,,,70,63,53
tract,26077002002,3903,11.00%,,54,-0.3,,,27,14,25
tract,26099242500,6306,11.00%,,60,-0.3,0,0,38,39,29
tract,26077006102,3520,11.00%,,52,-0.2,,,11,26,3
tract,26125194500,1086,11.00%,,64,0.1,100,0,47,31,23
tract,26125136102,4447,11.00%,,64,0,0,0,48,35,66
tract,26081000400,3071,11.00%,2.3,59,-0.3,,,10,9,19
tract,26125198100,2696,11.00%,,74,0.4,0,0,52,58,61
tract,26125143500,5521,11.00%,,60,-0.4,0,0,19,7,20
tract,26161412600,2407,11.00%,,80,-0.1,,,31,14,51
tract,26081001400,2303,11.00%,3.5,59,-0.2,,,47,10,39
tract,26081004500,8371,11.00%,,60,-0.2,,,24,73,73
tract,26137950200,6045,11.00%,,31,-0.1,,,36,57,7
tract,26137950400,1957,11.00%,,38,-0.1,,,45,24,1
tract,26081012701,6639,11.00%,,62,-0.2,,,59,68,68
tract,26139020501,3334,11.00%,,64,-0.3,,,29,84,18
tract,26139021301,3335,11.00%,,56,-0.4,,,25,48,22
tract,26139021801,4611,11.00%,,90,-0.2,,,26,69,20
tract,26163591600,2270,11.00%,,73,-0.2,0,0,11,10,57
tract,26163591700,6709,11.00%,,71,-0.5,0,0,26,10,32
tract,26163593200,3680,11.00%,,75,-0.3,0,0,6,5,28
tract,26105950200,3486,11.00%,,23,-0.2,,,32,15,10
tract,26147652600,3194,11.00%,,28,-0.3,,,33,19,19
tract,26147657200,5501,11.00%,,31,-0.4,,,26,9,3
tract,26087336000,5222,11.00%,,28,-0.4,,,8,44,2
tract,26105950800,3054,11.00%,,16,-0.2,,,35,83,17
tract,26159010300,2279,11.00%,,12,-0.2,,,31,76,27
tract,26087342000,4499,11.00%,,30,-0.5,,,5,18,11
tract,26111290400,2256,11.00%,,64,-0.3,,,16,40,32
tract,26163595200,2813,11.00%,,84,-0.2,0,100,29,52,22
tract,26163596100,3487,11.00%,,72,-0.5,0,0,21,12,18
tract,26111291300,4454,11.00%,,55,-0.3,,,29,46,8
tract,26115830800,7020,11.00%,,55,-0.4,0,0,17,3,2
tract,26149041102,2963,11.00%,,76,-0.3,,,24,28,7
tract,26093710300,4111,11.00%,,44,-0.4,,,23,12,13
tract,26093713500,3812,11.00%,,50,-0.3,,,6,10,14
tract,26163517000,3111,11.00%,4,84,-0.2,200,300,31,57,72
tract,26093742401,1257,11.00%,,63,-0.3,,,39,55,20
tract,26141950100,1849,11.00%,,0,-0.1,,,45,51,5
tract,26099260300,3143,11.00%,,78,-0.2,0,0,38,24,14
tract,26099260400,4151,11.00%,,80,-0.4,0,0,24,68,28
tract,26099260800,2708,11.00%,,77,-0.2,0,0,72,3,9
tract,26163558700,2638,11.00%,,73,-0.3,0,0,20,2,10
tract,26163563400,5004,11.00%,,73,-0.5,0,0,7,32,36
tract,26163576500,3784,11.00%,2,88,-0.4,0,0,29,23,30
tract,26023950900,2117,10.90%,,46,-0.3,,,19,49,0
tract,26033971100,1526,10.90%,,0,-0.1,,,58,18,7
tract,26037010500,3685,10.90%,,34,-0.3,,,16,27,8
