Geo Type,Geo ID,Population,Coronary Heart Disease,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Hypertension,Myocardial Infarction,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26049003300,2358,7.0%,3.2,43,0.1,45.2%,,52,58,80
tract,26049011401,3512,7.0%,,36,0.0,37.1%,,67,64,52
tract,26049012801,4584,7.0%,,25,-0.3,36.6%,,9,20,8
tract,26055550700,9370,7.0%,,7,-0.2,34.3%,,18,72,6
tract,26055551100,3717,7.0%,,36,-0.1,32.9%,,36,58,11
tract,26099250600,2818,7.0%,2.9,70,-0.2,35.2%,0.0,42,31,10
tract,26099254200,4328,7.0%,,78,-0.2,37.2%,0.0,39,35,32
tract,26099255100,3251,7.0%,,75,-0.1,36.3%,0.0,74,18,40
tract,26099250200,2700,7.0%,3.0,68,-0.2,35.4%,0.0,16,6,11
tract,26121002300,5661,7.0%,,99,-0.3,34.4%,,18,24,12
tract,26121002700,7822,7.0%,,80,-0.3,34.9%,,18,38,23
tract,26121003000,4427,7.0%,,60,-0.2,32.6%,,39,66,18
tract,26145011200,1842,7.0%,,46,-0.3,33.9%,,4,32,3
tract,26099263500,4110,7.0%,,84,0.1,37.6%,0.0,78,50,58
tract,26099225800,6975,7.0%,,61,-0.2,35.0%,0.0,62,54,40
tract,26123971200,4631,7.0%,,47,-0.1,33.9%,,46,81,25
tract,26103002100,3179,7.0%,,8,-0.3,34.4%,,24,70,13
tract,26099231900,6143,7.0%,,73,-0.3,34.1%,0.0,48,35,23
tract,26147634600,5503,7.0%,,47,-0.2,37.4%,,46,42,14
tract,26147641000,3447,7.0%,,38,-0.4,36.3%,,14,20,2
tract,26077001801,4051,7.0%,,94,0.1,33.3%,,48,80,40
tract,26077001803,2197,7.0%,3.5,83,0.1,35.1%,,80,80,56
tract,26099241000,4821,7.0%,,60,-0.1,37.9%,0.0,60,77,63
tract,26125183500,2382,7.0%,3.0,73,-0.1,31.9%,0.0,54,74,65
tract,26125130200,5592,7.0%,,49,-0.3,33.9%,400.0,64,39,6
tract,26125132100,6090,7.0%,,61,-0.4,33.2%,400.0,11,57,10
tract,26161412100,3205,7.0%,,74,0.0,31.5%,,52,59,54
tract,26081010301,5452,7.0%,,41,-0.2,34.0%,,71,78,22
tract,26081011405,3011,7.0%,,57,-0.3,32.0%,,30,26,33
tract,26081012004,4948,7.0%,,44,-0.1,31.3%,,37,88,6
tract,26139021304,5483,7.0%,,58,-0.4,32.7%,,10,23,5
tract,26139022107,1371,7.0%,,43,-0.4,32.4%,,20,5,31
tract,26087342000,4499,7.0%,,30,-0.5,35.4%,,5,18,11
tract,26163501100,2886,7.0%,1.3,85,0.4,47.1%,100.0,95,61,100
tract,26091060600,5596,7.0%,,46,-0.2,35.3%,,13,12,17
tract,26099258600,4707,7.0%,4.0,86,0.2,45.0%,0.0,87,34,76
tract,26099262500,4961,7.0%,,86,0.0,39.6%,0.0,68,62,61
tract,26163538500,4658,7.0%,1.0,80,0.0,45.9%,400.0,80,14,95
tract,26163541000,4176,7.0%,,71,0.3,47.0%,200.0,93,38,99
tract,26163546000,3086,7.0%,,78,0.4,47.4%,100.0,86,58,92
tract,26163552100,3814,7.0%,3.6,85,0.3,37.5%,100.0,95,76,72
tract,26163554500,2725,7.0%,3.0,72,0.2,40.3%,0.0,78,64,72
tract,26163566800,2687,7.0%,3.5,78,-0.1,36.5%,0.0,66,35,56
tract,26163567000,3578,7.0%,,75,-0.1,42.4%,0.0,73,69,81
tract,26163572800,5034,7.0%,,82,-0.1,35.6%,0.0,75,21,37
tract,26163575100,2263,7.0%,3.0,79,-0.1,33.3%,0.0,46,12,37
tract,26163577300,3159,7.0%,3.0,89,-0.1,33.8%,0.0,66,31,54
tract,26163580100,2010,7.0%,2.9,99,-0.1,35.0%,0.0,39,31,17
tract,26163581600,5978,7.0%,,88,-0.2,34.9%,0.0,46,72,52
tract,26163581800,2730,7.0%,,90,-0.1,34.9%,0.0,78,4,34
tract,26017280300,1338,7.0%,3.6,94,0.3,35.3%,,82,62,23
tract,26065003200,2264,6.9%,3.0,65,0.2,37.0%,,77,48,57
tract,26061000600,3844,6.9%,,6,0.0,31.5%,,53,78,9
tract,26065000800,3012,6.9%,3.2,50,0.2,37.0%,,79,25,65
tract,26099245300,4404,6.9%,,60,-0.2,37.1%,0.0,48,28,30
tract,26093710500,1862,6.9%,,42,-0.5,33.0%,,9,1,10
tract,26093713300,1682,6.9%,,49,-0.4,33.3%,,10,41,13
tract,26093740800,2668,6.9%,,61,-0.3,32.9%,,10,15,12
tract,26099222101,5665,6.9%,,43,-0.1,35.8%,0.0,25,62,36
tract,26099225900,5249,6.9%,,60,-0.3,33.8%,0.0,26,39,11
tract,26099230300,4580,6.9%,,64,-0.1,34.2%,0.0,59,80,14
tract,26125144400,4963,6.9%,,59,-0.2,33.2%,0.0,33,49,35
tract,26125161300,3387,6.9%,2.0,72,-0.1,38.5%,0.0,53,48,76
tract,26139022600,2069,6.9%,,43,-0.4,30.4%,,5,5,27
tract,26147658100,2605,6.9%,,25,-0.3,35.8%,,43,13,5
tract,26065003500,2861,6.9%,3.0,55,0.0,36.0%,,63,89,56
tract,26163540900,3477,6.9%,,71,0.1,47.0%,100.0,65,44,98
tract,26163544300,2388,6.9%,3.7,72,0.3,45.0%,100.0,64,46,87
tract,26163546600,2027,6.9%,,77,0.3,46.1%,300.0,83,18,94
tract,26163554400,3171,6.9%,3.0,70,-0.1,39.5%,0.0,63,90,80
tract,26163557100,2482,6.9%,,69,-0.3,35.0%,0.0,55,60,43
tract,26163577900,4325,6.9%,2.3,93,0.1,34.2%,0.0,61,27,32
tract,26163580300,2897,6.9%,3.8,98,-0.1,33.7%,0.0,67,21,21
tract,26065005600,2967,6.9%,,41,-0.4,37.4%,,16,17,33
tract,26005031200,5487,6.9%,,38,0.0,34.3%,,56,92,33
tract,26005031800,4691,6.9%,,55,-0.2,34.1%,,28,73,20
tract,26073000600,4427,6.9%,,60,0.2,31.0%,,82,91,35
tract,26025001800,6045,6.9%,,77,0.2,35.2%,,77,70,61
tract,26045020404,4353,6.9%,,31,-0.2,34.1%,,35,81,13
tract,26045020500,3517,6.9%,,31,-0.4,34.5%,,11,18,9
tract,26049013002,4033,6.9%,,37,-0.3,34.8%,,45,51,6
tract,26055550500,5923,6.9%,,6,-0.1,32.9%,,31,63,8
tract,26099251500,2027,6.9%,,80,-0.2,36.2%,0.0,47,34,24
tract,26099255000,4458,6.9%,,71,0.0,37.8%,0.0,68,30,53
tract,26099247602,4561,6.9%,,62,0.0,35.5%,0.0,29,79,30
tract,26121001600,2544,6.9%,,87,-0.5,33.5%,,0,1,17
tract,26099210000,4514,6.9%,,39,-0.4,34.9%,0.0,58,70,18
tract,26121003600,6529,6.9%,,62,-0.3,32.7%,,40,20,25
tract,26145010502,5354,6.9%,,47,0.0,35.8%,,39,31,52
tract,26103001700,2429,6.9%,,7,0.1,31.9%,,24,59,5
tract,26099230800,5210,6.9%,,71,-0.2,35.2%,0.0,83,57,43
tract,26099230900,7652,6.9%,,70,-0.3,34.8%,0.0,52,63,2
tract,26099232400,5769,6.9%,,75,-0.2,34.0%,0.0,60,62,50
tract,26125127500,6973,6.9%,,55,-0.4,31.6%,0.0,31,26,45
tract,26147640200,2402,6.9%,,45,-0.4,34.0%,,18,30,10
tract,26099241200,4878,6.9%,,63,0.0,37.5%,0.0,67,30,37
tract,26163521500,1514,6.9%,4.0,87,0.3,42.1%,300.0,89,63,80
tract,26077006601,4491,6.9%,,58,-0.4,32.1%,,8,22,8
tract,26125192400,5019,6.9%,,65,-0.5,33.0%,0.0,2,39,33
tract,26081010101,5794,6.9%,,24,-0.2,33.0%,,24,42,7
tract,26125160800,3771,6.9%,,67,-0.3,44.0%,0.0,30,33,86
tract,26139021100,4894,6.9%,,66,-0.3,34.4%,,14,16,5
tract,26163587000,3889,6.9%,,89,0.0,38.2%,0.0,72,79,48
tract,26163591700,6709,6.9%,,71,-0.5,34.6%,0.0,26,10,32
tract,26081013200,6915,6.9%,,51,-0.3,32.1%,,20,48,21
tract,26147650100,4027,6.9%,,40,-0.2,33.8%,,38,45,18
tract,26149040200,2084,6.9%,,76,0.1,36.7%,,75,88,37
tract,26161431000,4732,6.9%,,32,-0.3,28.6%,,19,50,12
tract,26161466000,2559,6.9%,,59,-0.5,28.7%,,13,6,11
tract,26087340500,2812,6.9%,,36,-0.2,33.2%,,54,27,23
tract,26163505200,2961,6.9%,3.0,88,0.3,47.0%,200.0,80,73,96
tract,26091062400,5155,6.9%,,51,-0.3,35.4%,,19,52,14
tract,26115831700,4094,6.9%,,86,-0.2,36.1%,0.0,48,6,26
tract,26161402300,2624,6.9%,,56,-0.7,27.9%,,1,56,46
tract,26139025100,7405,6.9%,,63,0.0,32.9%,,83,86,61
tract,26099260100,2910,6.9%,,80,-0.1,38.7%,0.0,53,30,40
tract,26099261100,4778,6.9%,,83,-0.1,37.3%,0.0,69,54,53
tract,26163538800,1657,6.9%,2.0,78,0.0,46.0%,400.0,84,9,99
tract,26163544100,2479,6.9%,4.0,73,0.3,45.8%,0.0,85,46,92
tract,26163556100,3287,6.9%,,68,-0.2,34.4%,0.0,55,21,55
tract,26163568400,3691,6.9%,,78,-0.2,33.7%,0.0,46,20,40
tract,26163577100,2428,6.9%,3.0,92,0.1,34.6%,0.0,81,80,72
tract,26163578000,2527,6.9%,3.0,95,0.0,34.3%,0.0,73,28,48
tract,26163581900,3960,6.9%,,93,-0.2,33.3%,0.0,40,4,37
tract,26163583700,3612,6.9%,,77,-0.2,35.1%,0.0,48,6,32
tract,26163589300,3968,6.9%,,72,-0.3,36.6%,0.0,22,39,21
tract,26163536200,2315,6.9%,2.0,80,0.3,45.7%,200.0,68,4,94
tract,26065003602,4018,6.8%,3.0,44,0.3,37.1%,,81,64,72
tract,26065005100,3546,6.8%,,44,0.0,39.7%,,74,64,60
tract,26065006100,4522,6.8%,,34,-0.3,36.2%,,24,57,23
tract,26075001300,2683,6.8%,2.9,40,0.2,41.5%,,78,86,76
tract,26023951500,2810,6.8%,,53,-0.1,33.5%,,57,45,6
tract,26045020902,4111,6.8%,,62,-0.1,33.3%,,23,64,14
tract,26055551000,4312,6.8%,,33,-0.2,31.1%,,35,52,13
tract,26099255400,2473,6.8%,,86,-0.1,34.8%,0.0,25,1,26
tract,26099258500,1981,6.8%,,84,-0.4,43.7%,0.0,52,19,81
tract,26145001400,2913,6.8%,2.6,47,0.0,35.7%,,53,7,54
tract,26165380600,3142,6.8%,,10,0.0,31.7%,,73,77,0
tract,26163542800,2800,6.8%,2.0,76,-0.1,46.2%,300.0,56,31,96
tract,26163543400,3577,6.8%,1.7,74,0.1,45.7%,200.0,83,47,98
tract,26163545900,4000,6.8%,3.0,79,0.4,43.7%,100.0,90,88,87
tract,26163555600,2799,6.8%,,74,-0.2,39.2%,0.0,30,22,71
tract,26163576700,3233,6.8%,,86,-0.2,32.4%,0.0,30,33,32
tract,26067031300,8036,6.8%,,42,-0.3,33.1%,,9,34,20
tract,26025001900,4199,6.8%,,78,-0.4,35.6%,,10,54,28
tract,26033970300,4145,6.8%,,0,0.1,29.5%,,73,78,33
tract,26045021201,2982,6.8%,,46,-0.4,36.2%,,14,26,9
tract,26099251100,2011,6.8%,2.5,74,-0.4,35.3%,0.0,18,1,4
tract,26099256000,2193,6.8%,3.0,86,-0.2,38.3%,0.0,67,23,47
tract,26099256700,1994,6.8%,3.0,88,-0.1,36.3%,0.0,74,10,50
tract,26099250500,2106,6.8%,,71,-0.3,34.1%,0.0,13,17,5
tract,26121001500,3790,6.8%,1.9,88,-0.4,33.0%,,4,78,27
tract,26121001901,3868,6.8%,,76,-0.1,34.7%,,29,38,24
tract,26099263600,5134,6.8%,,84,0.1,38.8%,0.0,84,99,70
tract,26099215200,8039,6.8%,,54,-0.7,35.5%,0.0,11,37,4
tract,26125120300,3445,6.8%,,48,-0.5,33.4%,0.0,21,41,2
tract,26099240500,2713,6.8%,,66,-0.3,37.2%,0.0,40,54,39
tract,26125128100,2824,6.8%,,59,-0.5,32.5%,0.0,7,7,13
tract,26099240600,6725,6.8%,,61,-0.3,36.6%,0.0,12,5,8
tract,26099240700,4190,6.8%,,63,-0.5,35.9%,0.0,14,3,26
tract,26099241300,2626,6.8%,,64,-0.1,36.1%,0.0,39,12,50
tract,26125134600,4087,6.8%,,64,-0.4,32.1%,400.0,23,7,15
tract,26163521900,3105,6.8%,3.2,85,0.2,38.7%,100.0,81,60,67
tract,26077002905,8337,6.8%,,53,-0.2,32.5%,,61,53,46
tract,26125140302,3958,6.8%,,70,-0.3,30.5%,0.0,50,40,45
tract,26125143500,5521,6.8%,,60,-0.4,32.8%,0.0,19,7,20
tract,26125144701,3830,6.8%,,61,0.0,34.5%,0.0,59,96,41
tract,26161410600,2598,6.8%,,64,0.4,37.6%,,99,84,84
tract,26125150200,2417,6.8%,,64,-0.7,32.8%,0.0,28,9,41
tract,26163524200,5379,6.8%,3.2,96,0.1,32.7%,0.0,92,45,83
tract,26163532200,1199,6.8%,3.0,83,0.1,41.5%,100.0,76,55,85
tract,26163532300,727,6.8%,3.0,83,0.1,41.5%,0.0,76,55,85
tract,26081011101,4668,6.8%,,50,-0.2,33.2%,,25,35,15
tract,26125160000,4128,6.8%,2.0,71,-0.5,41.0%,0.0,25,23,79
tract,26125160700,1657,6.8%,,68,-0.4,42.5%,0.0,16,20,77
tract,26125162000,3520,6.8%,,72,-0.1,45.3%,0.0,62,33,75
tract,26139020900,4413,6.8%,,66,-0.1,33.2%,,48,71,12
tract,26139021301,3335,6.8%,,56,-0.4,30.5%,,25,48,22
tract,26139021603,4397,6.8%,,49,-0.3,30.7%,,7,27,10
tract,26139021801,4611,6.8%,,90,-0.2,31.6%,,26,69,20
tract,26163500800,3179,6.8%,,84,0.3,47.5%,100.0,93,7,94
tract,26159010900,7614,6.8%,,27,-0.2,34.9%,,18,24,16
tract,26163504000,1241,6.8%,2.0,87,0.2,47.6%,100.0,87,19,97
tract,26093711000,4244,6.8%,,43,-0.3,34.3%,,31,25,3
tract,26093713500,3812,6.8%,,50,-0.3,32.3%,,6,10,14
tract,26115831200,6800,6.8%,,66,-0.3,35.6%,0.0,25,15,21
tract,26093724002,2243,6.8%,,49,-0.4,34.0%,,28,6,4
tract,26093725000,4950,6.8%,,70,0.0,32.2%,,52,79,16
tract,26093742900,3883,6.8%,,50,-0.7,32.2%,,5,2,2
tract,26117970500,7617,6.8%,,25,-0.2,33.3%,,24,25,10
tract,26099261200,2647,6.8%,,82,-0.2,33.5%,0.0,43,11,36
tract,26099262700,5046,6.8%,,94,-0.2,34.9%,0.0,59,36,64
tract,26163542700,939,6.8%,2.0,76,-0.1,46.2%,100.0,56,31,96
tract,26163546800,3925,6.8%,4.0,77,0.3,45.3%,0.0,86,74,98
tract,26163546900,1061,6.8%,4.0,77,0.3,45.3%,0.0,86,74,98
tract,26163552200,3709,6.8%,3.6,85,0.1,34.1%,100.0,79,50,49
tract,26163555400,2384,6.8%,,75,0.0,40.6%,0.0,45,20,90
tract,26163556800,1762,6.8%,,69,-0.5,34.1%,0.0,7,3,29
tract,26163560100,2694,6.8%,,66,-0.5,35.6%,0.0,15,61,2
tract,26163560200,5197,6.8%,,68,-0.4,32.7%,0.0,7,25,39
tract,26163569500,2702,6.8%,3.0,75,-0.2,34.1%,0.0,35,7,36
tract,26163573900,5252,6.8%,3.0,85,0.0,31.4%,0.0,75,47,1
tract,26163575400,2976,6.8%,3.0,0,-0.1,32.4%,,,,
tract,26163575500,3427,6.8%,3.0,84,-0.2,34.1%,0.0,32,8,38
tract,26163577500,3057,6.8%,2.9,93,0.0,34.1%,0.0,59,37,67
tract,26163580500,2803,6.8%,2.6,95,-0.3,33.0%,0.0,13,15,4
tract,26163583300,2662,6.8%,,80,-0.1,35.3%,0.0,36,0,43
tract,26081011002,4341,6.8%,,44,-0.3,33.4%,,8,17,11
tract,26025001600,2862,6.7%,3.0,85,-0.2,35.8%,,14,11,33
tract,26037010500,3685,6.7%,,34,-0.3,33.4%,,16,27,8
tract,26081000100,2523,6.7%,3.0,56,-0.1,31.3%,,35,35,53
tract,26091062200,2556,6.7%,,64,-0.2,36.7%,,49,16,5
tract,26093740200,3958,6.7%,,66,-0.7,32.3%,,5,6,12
tract,26139022106,3761,6.7%,,52,-0.6,30.3%,,1,8,26
tract,26115832800,4835,6.7%,,62,-0.4,35.9%,0.0,9,21,1
tract,26121003400,4227,6.7%,,71,-0.3,32.2%,,23,33,23
tract,26161421900,1359,6.7%,,58,,29.8%,,,,73
tract,26163506100,2014,6.7%,3.2,92,0.2,46.5%,100.0,80,7,94
tract,26161411700,2187,6.7%,,72,-0.3,29.1%,,53,16,63
tract,26161412300,3039,6.7%,,79,0.0,37.4%,,81,31,82
tract,26163521100,1949,6.7%,4.0,88,0.1,37.2%,0.0,71,70,79
tract,26163550800,1466,6.7%,1.5,75,-0.6,34.8%,0.0,9,4,12
tract,26163556700,2556,6.7%,,70,-0.4,34.0%,0.0,23,9,18
tract,26163565900,2613,6.7%,,76,-0.2,34.6%,0.0,21,35,48
tract,26163569100,2483,6.7%,3.0,74,-0.2,31.6%,0.0,46,20,26
tract,26163583900,3954,6.7%,,80,-0.1,34.9%,0.0,60,50,67
tract,26065005900,5368,6.7%,,33,-0.3,34.6%,,39,25,11
tract,26067031500,5687,6.7%,,27,-0.3,32.5%,,29,65,17
tract,26067031700,4597,6.7%,,83,-0.1,32.9%,,75,94,22
tract,26075000800,4633,6.7%,1.5,40,-0.1,33.8%,,53,12,31
tract,26075001100,1989,6.7%,3.2,39,0.6,43.1%,,92,63,80
tract,26037011002,3509,6.7%,,29,-0.4,32.6%,,17,5,4
tract,26045020202,4742,6.7%,,43,0.0,39.0%,,61,45,72
tract,26049001800,2175,6.7%,,24,0.7,42.2%,,86,82,89
tract,26049003000,4404,6.7%,2.0,37,-0.1,37.0%,,62,39,66
tract,26049011101,9047,6.7%,,35,-0.3,33.9%,,18,66,35
tract,26057000600,4300,6.7%,,38,0.1,33.3%,,56,84,33
tract,26049013401,5974,6.7%,,32,-0.5,35.7%,,14,16,15
tract,26055550600,10503,6.7%,,8,-0.3,30.4%,,26,16,13
tract,26099256300,1765,6.7%,3.0,83,0.2,38.6%,0.0,62,68,52
tract,26099214500,4351,6.7%,,49,-0.7,35.4%,0.0,3,12,10
tract,26099221500,1394,6.7%,,42,-0.5,33.3%,0.0,31,2,14
tract,26125123100,3190,6.7%,,41,-0.6,32.3%,0.0,4,26,14
tract,26125124500,6174,6.7%,,39,-0.1,33.6%,0.0,60,91,11
tract,26147633200,2680,6.7%,,31,-0.3,36.1%,,12,24,7
tract,26125129000,3141,6.7%,,58,-0.3,31.0%,0.0,21,78,14
tract,26125131800,3757,6.7%,,48,-0.3,34.1%,200.0,46,43,15
tract,26077006102,3520,6.7%,,52,-0.2,31.1%,,11,26,3
tract,26125137700,1669,6.7%,,64,-0.5,32.8%,0.0,26,22,16
tract,26155030500,3289,6.7%,,22,0.0,34.3%,,41,11,4
tract,26125142000,2348,6.7%,1.7,60,0.1,37.8%,0.0,80,65,81
tract,26125142500,1948,6.7%,3.4,63,-0.1,42.3%,0.0,65,52,85
tract,26125145400,4323,6.7%,4.0,62,-0.2,31.6%,0.0,47,66,45
tract,26125145502,3840,6.7%,,61,-0.1,34.3%,100.0,45,30,13
tract,26161413403,2086,6.7%,,63,-0.5,31.1%,,6,39,47
tract,26125150600,2785,6.7%,,64,-0.7,34.1%,0.0,12,1,31
tract,26125154000,1818,6.7%,2.0,63,-0.4,32.5%,0.0,10,15,24
tract,26163524300,2904,6.7%,3.7,95,0.1,33.5%,100.0,96,25,86
tract,26163524800,2632,6.7%,3.0,94,0.0,48.0%,100.0,55,26,97
tract,26139020400,4477,6.7%,,63,-0.3,31.8%,,19,49,5
tract,26081014502,8142,6.7%,,55,-0.1,32.5%,,53,97,46
tract,26139022206,4681,6.7%,,59,-0.3,32.1%,,28,33,47
tract,26147657200,5501,6.7%,,31,-0.4,35.0%,,26,9,3
tract,26149040500,2596,6.7%,,71,-0.1,32.8%,,68,9,27
tract,26161447000,2983,6.7%,,34,-0.4,29.1%,,4,35,9
tract,26161984000,47,6.7%,,86,-0.8,37.4%,,22,9,0
tract,26163596300,2675,6.7%,,88,-0.7,33.6%,0.0,0,4,15
tract,26115830700,3725,6.7%,,55,-0.2,35.2%,,44,71,24
tract,26163507300,1942,6.7%,3.5,83,0.1,47.0%,400.0,58,24,98
tract,26093710100,2646,6.7%,,41,-0.5,32.1%,,8,8,20
tract,26115832100,3186,6.7%,,72,0.2,36.8%,0.0,71,53,25
tract,26163516600,2534,6.7%,4.0,85,0.3,50.7%,400.0,81,61,97
tract,26139023200,2521,6.7%,,55,-0.4,31.6%,,9,46,1
tract,26093730600,3790,6.7%,,45,-0.5,32.8%,,11,18,3
tract,26093740700,2736,6.7%,,56,-0.5,32.3%,,11,4,16
tract,26093742500,2338,6.7%,,52,-0.5,33.6%,,6,0,0
tract,26099260200,2302,6.7%,,80,-0.3,35.0%,0.0,36,5,20
tract,26099261400,2661,6.7%,,82,-0.3,36.2%,0.0,34,9,45
tract,26099261800,2915,6.7%,,90,-0.2,34.7%,0.0,32,48,51
tract,26099263200,2509,6.7%,3.0,96,0.2,40.3%,0.0,80,76,64
tract,26093743800,3929,6.7%,,50,-0.6,34.0%,,2,3,1
tract,26163550900,2735,6.7%,1.0,73,-0.7,34.4%,0.0,1,4,16
tract,26163551300,3630,6.7%,,81,0.0,39.4%,100.0,36,91,68
tract,26163551600,3592,6.7%,,85,0.1,43.5%,100.0,89,42,88
tract,26163560300,3318,6.7%,,70,-0.4,32.2%,0.0,9,28,28
tract,26163567202,2765,6.7%,,74,-0.1,33.2%,0.0,69,52,58
tract,26163568200,4089,6.7%,,78,-0.3,33.2%,0.0,27,7,28
tract,26163572400,1407,6.7%,3.5,76,-0.3,34.3%,0.0,58,13,3
tract,26163576400,3541,6.7%,2.0,86,-0.3,32.3%,0.0,21,50,34
tract,26163576600,4004,6.7%,,88,-0.3,33.5%,0.0,25,40,37
tract,26163580400,2603,6.7%,2.4,96,-0.3,34.2%,0.0,14,5,16
tract,26163580800,1455,6.7%,3.8,98,-0.3,33.6%,0.0,40,30,12
tract,26125156000,2537,6.7%,,63,-0.6,33.9%,0.0,3,20,51
tract,26163574100,4399,6.7%,3.0,91,0.1,36.1%,0.0,88,82,17
tract,26139022900,6205,6.7%,,53,-0.2,30.9%,,38,41,25
tract,26065005800,5866,6.6%,,32,-0.3,32.3%,,36,66,3
tract,26075005600,7232,6.6%,,40,-0.5,34.2%,,6,13,17
tract,26037010802,3859,6.6%,,69,-0.2,33.9%,,9,79,15
tract,26049011212,5898,6.6%,4.0,41,-0.1,35.4%,,57,72,36
tract,26065000100,1896,6.6%,3.1,56,0.1,33.9%,,69,25,61
tract,26099261300,2876,6.6%,,84,-0.3,35.1%,0.0,47,16,35
tract,26093733602,3827,6.6%,,43,-0.4,31.1%,,28,44,12
tract,26099215000,5765,6.6%,,50,-0.6,34.1%,0.0,3,15,7
tract,26115833200,4340,6.6%,,74,-0.4,34.6%,0.0,6,7,8
tract,26121002200,3789,6.6%,,96,-0.1,31.6%,,45,61,46
tract,26161422900,2100,6.6%,,54,-0.6,28.8%,,11,29,23
tract,26161453000,5379,6.6%,,48,-0.8,29.4%,,1,3,30
tract,26163510500,4257,6.6%,3.7,84,0.1,37.0%,400.0,93,57,89
tract,26065003601,3843,6.6%,3.0,43,-0.1,40.1%,,69,21,79
tract,26065003902,4614,6.6%,2.4,41,0.1,32.1%,,70,63,30
tract,26163525800,2046,6.6%,4.0,92,0.3,32.5%,100.0,100,96,89
tract,26163566400,915,6.6%,,78,0.0,35.7%,0.0,80,58,65
tract,26163577400,3548,6.6%,3.0,91,-0.1,32.2%,0.0,63,39,60
tract,26065005401,3638,6.6%,,50,-0.1,36.4%,,44,56,49
tract,26065006302,4177,6.6%,,34,-0.1,35.2%,,33,44,22
tract,26005030702,4850,6.6%,,41,-0.3,33.7%,,16,34,8
tract,26075005700,2656,6.6%,,42,-0.2,34.1%,,20,18,22
tract,26075006000,6846,6.6%,,31,-0.4,36.8%,,40,26,1
tract,26005032402,4074,6.6%,,47,-0.3,34.8%,,12,53,7
tract,26015011400,6350,6.6%,,65,-0.4,32.7%,,46,11,18
tract,26017285100,3325,6.6%,,85,-0.2,35.8%,,7,7,18
tract,26017285600,7144,6.6%,,67,-0.2,35.3%,,12,66,6
tract,26025003500,2799,6.6%,,70,0.1,35.7%,,63,47,42
tract,26037010400,5210,6.6%,,30,-0.5,32.9%,,7,21,16
tract,26045021301,2911,6.6%,,45,-0.1,34.1%,,36,60,18
tract,26045021401,3595,6.6%,,43,-0.2,34.4%,,43,77,50
tract,26049011402,4096,6.6%,,31,-0.5,35.8%,,35,4,26
tract,26049011902,2940,6.6%,,27,-0.3,34.2%,,47,32,15
tract,26049001200,3484,6.6%,2.4,29,0.1,47.8%,,57,28,95
tract,26049002800,2693,6.6%,3.7,41,0.3,41.3%,,93,87,65
tract,26049011209,6271,6.6%,,34,-0.4,35.1%,,32,70,39
tract,26055551300,7791,6.6%,,11,0.1,30.5%,,64,100,12
tract,26099255200,4004,6.6%,,79,0.1,39.2%,0.0,39,76,70
tract,26065000700,2763,6.6%,2.4,53,0.2,36.2%,,93,83,77
tract,26065001200,2223,6.6%,3.4,47,0.1,38.7%,,77,40,71
tract,26065002700,3049,6.6%,3.0,51,0.0,34.4%,,43,52,64
tract,26099247601,2089,6.6%,,61,0.2,39.3%,0.0,86,87,63
tract,26147630400,5809,6.6%,,41,-0.3,34.5%,,21,27,4
tract,26103001500,2879,6.6%,,7,-0.4,33.8%,,22,11,8
tract,26099228000,3365,6.6%,,64,-0.1,36.2%,0.0,41,95,34
tract,26099231100,3979,6.6%,,70,-0.1,34.4%,0.0,55,66,48
tract,26099233000,5733,6.6%,,65,-0.5,34.1%,0.0,21,10,20
tract,26125127200,1711,6.6%,,53,-0.7,32.6%,0.0,4,28,33
tract,26125127300,4572,6.6%,,56,-0.4,32.5%,0.0,16,38,22
tract,26099240800,5829,6.6%,,62,0.0,37.6%,0.0,61,74,61
tract,26125134900,3778,6.6%,,63,-0.1,34.0%,300.0,26,28,21
tract,26077002801,4331,6.6%,,64,-0.4,31.2%,,2,41,10
tract,26125193600,2491,6.6%,,65,-0.4,31.4%,0.0,18,1,25
tract,26125196200,4306,6.6%,,67,-0.4,32.6%,0.0,25,32,39
tract,26077006702,6254,6.6%,,71,-0.3,30.9%,,7,58,15
tract,26125145100,2375,6.6%,,61,-0.3,31.8%,0.0,39,11,23
tract,26125166800,3498,6.6%,,66,-0.7,34.8%,0.0,18,31,59
tract,26125171000,4976,6.6%,,73,-0.2,34.9%,0.0,57,34,55
tract,26163593200,3680,6.6%,,75,-0.3,33.2%,0.0,6,5,28
tract,26125175000,3132,6.6%,4.0,86,0.0,33.2%,0.0,49,61,41
tract,26125180300,2954,6.6%,3.0,74,-0.1,32.8%,0.0,23,21,14
tract,26161422200,7542,6.6%,,54,-0.6,28.8%,,11,29,23
tract,26111290300,3826,6.6%,,79,-0.4,31.5%,,5,11,7
tract,26111290500,1980,6.6%,,70,-0.2,32.9%,,21,3,6
tract,26111290800,5453,6.6%,,93,-0.3,31.9%,,7,15,16
tract,26163510400,514,6.6%,4.0,84,0.1,37.0%,200.0,93,57,89
tract,26093712601,4575,6.6%,,76,-0.6,30.8%,,20,25,1
tract,26093722100,3174,6.6%,,39,-0.3,33.0%,,27,59,4
tract,26093724003,2603,6.6%,,53,-0.4,29.6%,,5,58,11
tract,26117971000,6704,6.6%,,32,-0.1,34.1%,,54,93,37
